Identifiant;Nom Etablissement;CodePostal;Code APE;Libelle APE;coordonnees_x;coordonnees_y;COORDONNEE
107.00129;Iveco Magirus Fire Fighting Camiva;73231;2910Z;Construction de véhicules automobiles;882474;2070968;48.2354085885, -3.31707557726
11292003;SICA SARL LA POMAREDE;11400;0146Z;Élevage de porcins;568600;1822541;48.5586915892, -3.10541824081
060.02119;MEGISSERIE COLOMBIER;87200;1511Z;Apprêt et tannage des cuirs  -  préparation et teinture des fourrures;487480;2099704;48.1347609078, -2.70552956314
22237130;EARL LONCLE et ROBERT;22600;0111Z;Culture de céréales (à l'exception du riz) -  de légumineuses et de graines oléagineuses;260012;2402437;48.1898544615, -2.8473194698
22258294;OLIVIER Benoît;22120;0150Z;Culture et élevage associés;230500;2391899;48.3981399812, -2.73249381793
063.05848;Compagnie de Cogénération de la Braye;72310;3511Z;Production d'électricité;485478;2320895;48.3981399812, -2.73249381793
34301135;AUCHAN Sète;;;;;;48.4177889347, -3.0654205796
061.02530;VAL'AURA;26120;3832Z;Récupération de déchets triés;811981;1992359;48.4177889347, -3.0654205796
061.02675;DEPOT PETROLIER DE PORTES-LES-VALENCE;26800;5210B;Entreposage et stockage non frigorifique;800397.621;1989649.266;48.2473454163, -2.55196889758
061.03148;SEVIA;38950;3812Z;Collecte des déchets dangereux;865500;2028800;48.3591562762, -2.52459851551
55019007;SCEA du Pré aux Auges;55800;0146Z;Élevage de porcins;793426;2435259;48.2663717923, -2.15833820019
56145080;EARL DU TUMULUS;56430;0146Z;Élevage de porcins;252151;2345187;48.4817226671, -3.10333882692
56253246;EARL COUE;56140;0146Z;Élevage de porcins;258882;2325001;48.3876076252, -3.38851540614
063.02348;CHOLET RECUPER;49300;3831Z;Démantèlement d'épaves;355849;2233524;48.3876076252, -3.38851540614
069.00015;SARA Dégrad des Cannes;97354;5210B;Entreposage et stockage non frigorifique;361113.39952799;548285.72143053;48.2724621789, -3.10504200794
070.00109;CARRIERE PLUCHART;59135;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;676775.24879994;2599519.2702822;48.2724621789, -3.10504200794
061.03755;Astra Plastique;69830;2222Z;Fabrication d'emballages en matières plastiques;784607;2121019;48.4250667506, -3.06884071742
070.00455;PHOENIX SERVICES FRANCE Agence de Saint-Saulve;59880;3812Z;Collecte des déchets dangereux;687821;2598484;48.4250667506, -3.06884071742
061.03974;RHONE GAZ;69552;8292Z;Activités de conditionnement;795421.98;2076107.37;48.4250667506, -3.06884071742
74010061;entremont;74001;1051C;Fabrication de fromage;893900;2107689;48.3324148175, -2.33974719481
061.04127;GALYS;69125;4612B;Autres intermédiaires du commerce en combustibles -  métaux -  minéraux et produits chimiques;812824.55;2083409.35;48.3082705626, -3.47505557848
070.00635;Befesa Valera;59820;2410Z;Sidérurgie;587230;2668650;48.3005871488, -3.5161733237
75100272;EARL DE TANOUEL DELALANDE;22230;0147Z;Élevage de volailles;251507;2359863;48.1999892672, -2.28863043897
064.00043;CARROSSERIE CORSETTI;13127;2920Z;Fabrication de carrosseries et remorques;835870;1828893;48.6176108959, -2.98621816332
061.04881;ONDAINE METAUX;42500;3832Z;Récupération de déchets triés;755600;2045945;48.6558107078, -3.05812526202
061.06371;Société Forézienne d'Abattage;42110;1011Z;Transformation et conservation de la viande de boucherie;746067.99173295;2084274.4487618;48.3888310425, -2.06405793742
070.01041;SAS LAFLUTTE;62000;4941C;Location de camions avec chauffeur;627134.57174966;2586268.5767294;48.7577801722, -3.36705011995
061.07516;VALRHONA site Guironnet;26600;1082Z;Fabrication de cacao -  chocolat et de produits de confiserie;797175;2010935;48.7552056933, -3.22941868009
055.04122;SOBREC;35000;3530Z;Production et distribution de vapeur et d'air conditionné;300600;2353300;48.3478186497, -2.17579103921
79500073;FENNETEAU Michel;79300;0147Z;Élevage de volailles;384003;2208374;48.3478186497, -2.17579103921
070.02196;La Liane Charcuterie du Terroir;62500;1013A;Préparation industrielle de produits à base de viande;590829;2638848;48.3478186497, -2.17579103921
064.03542;PROLOGIS FRANCE XLV Eurl;13450;4110A;Promotion immobilière de logements;815289.58;1849226.21;45.2915838797, 0.749722823229
070.01222;OBLED SACSUM;59326;2511Z;Fabrication de structures métalliques et de parties de structures;681976.14;2597027.2;44.9627492977, 0.888447010416
055.02140;SOCOMORE;56037;2041Z;Fabrication de savons -  détergents et produits d'entretien;217797;2307809;45.3461797824, 0.869006143178
070.00921;tissavel international;59960;1320Z;Tissage;657457;2640422;44.9583868815, 1.27943852982
060.02933;BRJ emballage;19106;2222Z;Fabrication d'emballages en matières plastiques;537477;2018734;46.8856736931, 6.23694645452
066.01111;IBM;;;;;;47.0198269567, 6.1108362237
061.02179;VERNICOLOR;1106;2229A;Fabrication de pièces techniques à base de matières plastiques;855861.87015346;2147155.571184;47.0544634723, 6.59933200071
061.02265;MERIAL Centre de Recherche de Saint-Vulbas;1150;2120Z;Fabrication de préparations pharmaceutiques;829600;2096900;47.0359049102, 6.12420451769
066.04119;IMMARK FRANCE SAS;;;;;;44.9759079802, 5.10924579353
061.02859;SIRA;38670;3822Z;Traitement et élimination des déchets dangereux;792041;2067142;45.0782146468, 5.17944882727
061.03493;Saint-Gobain Emballage Usine de Saint-Romain Le Puy;42610;2313Z;Fabrication de verre creux;739465;2063240;45.1418963527, 5.05553259928
057.00724;MC CAIN ALIMENTAIRE SAS;51510;1031Z;Transformation et conservation de pommes de terre;739467;2445496;44.8230342286, 5.03974135643
067.00674;STAL;67110;2434Z;Tréfilage à froid;990549.65;2449834.2;44.8993895809, 5.01975746539
061.03844;Etablissement de LYON;69635;2910Z;Construction de véhicules automobiles;799043;2082720;44.8993895809, 5.01975746539
064.01287;VIGNOBLES DU PELOUX;84350;513J;Commerce de gros de boissons;804191;1901773;44.5927635599, 4.94993584978
067.02080;CAPSUGEL;68027;3299Z;Autres activités manufacturières n.c.a.;974508;2353241;45.0071502723, 5.09079135467
057.02209;PERIN FRERES et SARL COGENERATION SEDAN;8200;3530Z;Production et distribution de vapeur et d'air conditionné;787415;2525182;45.0071502723, 5.09079135467
061.04664;PAPETERIES DU LEMAN;74500;1712Z;Fabrication de papier et de carton;933005.86611734;2161016.5743076;45.0782146468, 5.17944882727
060.01301;Ferro Couleurs France;87011;2030Z;Fabrication de peintures -  vernis -  encres et mastics;516000;2093000;45.0391766017, 5.19765524655
062.00708;EUROSTAMP SAS;54920;2550B;Découpage -  emboutissage;855446;2501797;45.0391766017, 5.19765524655
058.01226;MOMENTIVE SPECIALTY CHEMICALS SAS;76250;2059Z;Fabrication d'autres produits chimiques n.c.a.;507067;2496432;44.83377031, 4.97501067677
062.01749;CRAY-VALLEY;57501;2014Z;Fabrication d'autres produits chimiques organiques de base;920002;2469952;45.1118478549, 5.14816730254
062.02271;MICHELIN - Usine d'EPINAL;88190;2593Z;Fabrication d'articles en fils métalliques -  de chaînes et de ressorts;904594;2364740;44.9131334316, 5.10444419361
058.02182;GALLOO FRANCE DIEPPE;76370;3832Z;Récupération de déchets triés;511269.22386174;2545738.8628236;45.0703238885, 5.13366066869
058.02458;MILTON ROY EUROPE;27360;2813Z;Fabrication d'autres pompes et compresseurs;523217;2481941;44.6005525695, 4.78262826313
068.03192;Château du Tariquet;32800;0121Z;Culture de la vigne;425541;1874790;44.9323500752, 4.89580934634
062.07892;SMATUV (Site de la Blancharderie);55400;3900Z;Dépollution et autres services de gestion des déchets;825998;2467296;49.0953540508, 1.27841104972
059.00821;FROMAGERIE BEL PRODUCTION FRANCE;39100;1051C;Fabrication de fromage;838943.71013772;2237470.2975711;49.0451866723, 0.857342069126
100.00266;IN-LHC;28200;291D;Fabrication de transmissions hydrauliques et pneumatiques;525106;2341844;49.1007463954, 0.885202953636
068.10014;COMMUNAUTE DE COMMUNES DU VILLEFRANCHOIS;12200;8411Z;Administration publique générale;575775;1928061;48.8811876539, 1.14068749609
063.02470;FERS;49125;3821Z;Traitement et élimination des déchets non dangereux;390789;2294770;48.9145918954, 1.20745914524
069.00171;CCOG décharge de Saint-Laurent du Maroni;97320;8411Z;Administration publique générale;169795.67256069;547443.50188199;48.9768711958, 1.19273265373
063.01946;S2C;49000;2829B;Fabrication d'autres machines d'usage général;385205;2282027;48.7759810138, 1.19427603866
75600085;SARL RANNOU;29190;0146Z;Élevage de porcins;131223;2371162;48.9711136855, 0.835445803259
054.02120;SARL ENTZ;21560;4532Z;Commerce de détail d'équipements automobiles;815777;2264695;48.1951255327, 0.893396940566
75850121;SCA LA GRANDE COLOMBIE;85170;0147Z;Élevage de volailles;315693;2199607;48.2314058913, 0.854549100126
76181040;SCEA du Mont aux Roux;76640;0111Z;Culture de céréales (à l'exception du riz) -  de légumineuses et de graines oléagineuses;475400;2515200;48.7746511355, 1.55525347323
070.01074;SAS SETEX;59360;1330Z;Ennoblissement textile;686237;2568474;48.2994048974, 1.24582319389
784.00701;STEP - Avignon - Le Pontet - Villeneuve les Avignon - Les Angles;84000;3700Z;Collecte et traitement des eaux usées;798681;1885407;48.3299183529, 1.65820498803
79115300;BERGER Vincent;79800;0147Z;Élevage de volailles;413911;2152200;48.6007459579, 1.3786233257
89120543;CHAMPS CLERIS (SCEA des);89320;0147Z;Élevage de volailles;693130;2352634;47.9001499042, -3.44339118946
055.01519;DILANGE;35136;3831Z;Démantèlement d'épaves;299056.73;2348702.16;47.9374465325, -3.70079157321
055.02044;CEPROVIA;56600;1012Z;Transformation et conservation de la viande de volaille;221600;2328399;48.4993838359, -4.50561652751
062.02518;GARE OCCASION 88;88630;3831Z;Démantèlement d'épaves;843853;2381388;48.4773656869, -4.71649297876
062.05633;EDF - Centre de Production de LA MAXE;57146;3511Z;Production d'électricité;882260;2469000;48.2551201909, -3.89019970475
062.07937;MAXIVAL;54920;3811Z;Collecte des déchets non dangereux;855306.58;2501405.42;48.5084044928, -4.54245155025
062.08290;FROMAGERIE RENARD GILLARD;55290;1051C;Fabrication de fromage;822226;2401037;48.5084044928, -4.54245155025
063.01096;TDV INDUSTRIES;53000;1330Z;Ennoblissement textile;369210;2344233;48.1701462061, -3.97166325275
063.01363;Compagnie Commerciale de Manutention Pétrolière;49080;5210B;Entreposage et stockage non frigorifique;376991;2273006;48.5509197391, -3.96276373884
063.01564;Fromageries Lescure Usine de St-Michel;85580;1051C;Fabrication de fromage;324528;2157758;48.5509197391, -3.96276373884
061.03348;AUBERT & DUVAL - Site de Firminy;42704;2410Z;Sidérurgie;752534;2045534;48.5509197391, -3.96276373884
056.00199;MOTTET Patrice;43300;3831Z;Démantèlement d'épaves;676895.54;2008357.74;48.2743245052, -3.6287503253
056.00251;AEP GROUP;43620;2222Z;Fabrication d'emballages en matières plastiques;751052.39;2029911.97;48.5693234221, -4.41946575442
074.03809;GALLAZZI France ( ex CEDULIOSE );94100;2222Z;Fabrication d'emballages en matières plastiques;611861;2422410;48.2743245052, -3.6287503253
061.03852;CHIMIOTECHNIC Vénissieux;69200;2041Z;Fabrication de savons -  détergents et produits d'entretien;798225.68;2081924.49;48.2262324273, -3.72893716631
061.03875;TEINTURES IMPRESSIONS DE LYON;69657;1330Z;Ennoblissement textile;786788;2112044;48.647384624, -3.71693596331
061.03909;Daffos et Baudassé;69100;3832Z;Récupération de déchets triés;797208;2089404;48.4973960416, -4.20261973124
75560074;EARL DU CAMBLEN;56150;0147Z;Élevage de volailles;203712;2342080;48.570052756, -4.52204887765
060.00384;SARL Frédéric BASTIN et Fils;87400;1511Z;Apprêt et tannage des cuirs  -  préparation et teinture des fourrures;534237;2093115;48.474061743, -4.64020557961
061.05117;GDE ST ETIENNE;42004;3831Z;Démantèlement d'épaves;762338.41;2052019.81;48.1919251651, -3.89754805935
061.08142;Alfa Laval Vicarb SAS;38120;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;861218;2033893;48.4705178502, -4.09361341894
22093145;EARL DU CLOS DU PUITS;22400;0147Z;Élevage de volailles;241672;2396846;48.4705178502, -4.09361341894
164.00341;CENTRE HOSPITALIER MOULINS YZEURE;3400;8610Z;Activités hospitalières;677075.6;2175537.03;47.9362934864, -3.47821831896
052.01459;MAISADOUR - Begaar;40400;0111Z;Culture de céréales (à l'exception du riz) -  de légumineuses et de graines oléagineuses;343498;1874462;48.1816178391, -4.02730923192
064.01103;SCA CAVE DE LOUMARIN CADENET;84160;1102B;Vinification;843970;1867348;48.4654566103, -4.56885087767
055.05118;Visteon Systèmes Intérieurs;35230;2229A;Fabrication de pièces techniques à base de matières plastiques;301501;2345532;48.2261848844, -3.96926993451
062.01580;SARL SOTRALLE;57980;2561Z;Traitement et revêtement des métaux;937492;2466252;48.2261848844, -3.96926993451
062.00980;LES BRONZES D'INDUSTRIES;57360;2454Z;Fonderie d'autres métaux non ferreux;877430;2480640;48.5050848086, -3.87655499139
062.01002;RAILTECH INTERNATIONAL-DEPARTEMENT ARS;57130;2594Z;Fabrication de vis et de boulons;873248;2459600;48.0788157645, -4.19048480591
062.01074;Cokes de Carling SAS;57490;1910Z;Cokéfaction;919408;2470815;47.8399630179, -4.28636770672
058.01257;BEMIS LE TRAIT SAS;76580;2221Z;Fabrication de plaques -  feuilles -  tubes et profilés en matières plastiques;488435;2499520;48.4341793103, -4.7310136495
054.01105;AREVA NP Usine de Chalon Saint Marcel;71380;283B;Chaudronnerie nucléaire;793843.5517769;2199577.7823818;48.4341793103, -4.7310136495
56075054;HAMON Michel (SCEA LES CAMELIAS);56380;0147Z;Élevage de volailles;266838;2332285;48.5412930564, -4.6574127948
056.00548;LHOIST FRANCE OUEST;3800;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;665424;2120762;48.4534983846, -4.14185284355
56047080;SCEA LE MENE;56580;0146Z;Élevage de porcins;219556;2349562;48.6285150712, -3.98722636695
062.01372;ISDND de Hesse;57400;3821Z;Traitement et élimination des déchets non dangereux;946430;2421850;48.5618238748, -4.14038764243
56127076;SCEA PIRON;56430;0146Z;Élevage de porcins;255887;2352811;48.6065506172, -4.50746118243
56134156;JAULME Stéphane;56490;0147Z;Élevage de volailles;237707;2350475;48.6065506172, -4.50746118243
065.06494;SCUC Chaufferie du Palais;94000;3530Z;Production et distribution de vapeur et d'air conditionné;609174;2421700;48.5247253744, -4.59895150296
064.01613;CAVE LES VIGNERONS DE GRIMAUD;83310;1102B;Vinification;940120;1816820;48.5247253744, -4.59895150296
75290090;SCEA CORNEC;29800;0146Z;Élevage de porcins;113830;2407643;48.5687911268, -3.70234837016
055.00649;BOUTET-NICOLAS;29270;153E;Transformation et conservation de légumes;161600;2380599;48.6174614567, -4.21109598465
064.05807;SA PERRIN ET Fils;84100;4634Z;Commerce de gros (commerce interentreprises) de boissons;797748;1907266;48.5097337285, -4.68729662809
75664051;POINTVIANDES;64140;1011Z;Transformation et conservation de la viande de boucherie;376377;1815984;48.5786849555, -4.03765793667
071.00966;SICABAT;97410;1011Z;Transformation et conservation de la viande de boucherie;157133.16821773;16583.000679546;48.5786849555, -4.03765793667
251.00039;ArcelorMittal Stainless and Nickel Alloys Wire;58160;2410Z;Sidérurgie;670450;2214849;48.5786849555, -4.03765793667
072.06236;SYNTEANE (SAINTES);17100;0111Z;Culture de céréales (à l'exception du riz) -  de légumineuses et de graines oléagineuses;368585;2087363;48.5786849555, -4.03765793667
052.07913;CAPY BERNARD;33260;3832Z;Récupération de déchets triés;324718;1965498;48.5963152856, -4.11153071169
051.01116;JUY;60800;2550B;Découpage -  emboutissage;641266.05;2470757.54;48.0434060886, -4.32729583824
074.05686;Ateliers sans Frontières;94380;9609Z;Autres services personnels n.c.a.;611873.80521904;2420519.1226127;48.0434060886, -4.32729583824
090.00028;Base aérienne 701;13661;8422Z;Défense;822829;1852623;48.0250697977, -4.60907465815
057.01273;ELECTROPOLI PRODUCTION SITE ST DIZIER;52100;2561Z;Traitement et revêtement des métaux;792171;2407551;48.1135705751, -4.12104970148
057.01604;DELPHARM REIMS;51100;2120Z;Fabrication de préparations pharmaceutiques;723707;2474468;47.9595617684, -3.5358315598
057.02371;Commerce (Moët & Chandon);51200;1102A;Fabrication de vins effervescents;718619;2450613;47.8858104614, -3.69794130497
057.02708;Centre industriel de regroupement -  d'entreposage et de stockage (Cires);10500;3812Z;Collecte des déchets dangereux;772671;2377444;48.6024017217, -4.36714582776
051.03779;CHEMETALL SAS;2200;2059Z;Fabrication d'autres produits chimiques n.c.a.;673696;2486478;48.6931377315, -3.7740185669
058.00331;YARA France;76700;2015Z;Fabrication de produits azotés et d'engrais;447573;2502959;48.647384624, -3.71693596331
065.06685;POLYFILMS SAS;78711;2016Z;Fabrication de matières plastiques de base;553891;2442469;48.431252157, -4.62297878201
051.01289;G.E.D.O Groupement des enrobeurs de l'oise;60126;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;627843;2483803;47.9674137649, -3.93540997819
061.03461;PROTEC-METAUX;42000;2561Z;Traitement et revêtement des métaux;760490;2050541;48.4319952843, -3.67974642517
