VILLE;Code_postal;SUPERFICIE;POPULATION
;67640;629.0;5443
;64390;1062.0;170
;54385;951.0;242
;55260;932.0;51
;16120;903.0;339
;23130;1688.0;209
;21380;1205.0;823
;;681.0;106
;49680;2349.0;2457
;41110;3356.0;550
;52700;1018.0;44
;73100;768.0;3131
;85200;3416.0;14044
;57220;849.0;373
;56690;1729.0;2166
;82160;2627.0;295
;44160;5563.0;9982
;11390;1948.0;270
;21120;1090.0;144
;71460;703.0;60
;70400;546.0;498
;47370;1206.0;233
;50520;585.0;163
;22150;4547.0;3293
;79240;714.0;135
;54480;421.0;100
;37290;2796.0;262
;30120;3547.0;202
;85270;4883.0;10823
;71330;385.0;130
;74340;9709.0;2285
;36220;3995.0;1010
;73600;884.0;638
;41190;1092.0;788
;54620;557.0;301
;29650;2562.0;459
;26170;885.0;64
;8380;744.0;155
;44380;1267.0;10323
;81710;979.0;691
;55160;1055.0;148
;7290;1953.0;143
;21540;633.0;196
;57480;645.0;312
;31530;971.0;465
;5700;440.0;61
;3190;721.0;268
;7320;1940.0;275
;76450;819.0;629
;62224;397.0;2919
;64350;1084.0;172
;37380;1664.0;809
;37150;1172.0;630
;70230;398.0;95
;86220;1299.0;403
;73800;359.0;1134
;67360;174.0;393
;64420;763.0;563
;50330;1547.0;894
;35132;793.0;4838
;76630;758.0;457
;24340;772.0;58
;1600;320.0;2420
;25870;376.0;1348
;59730;101.0;221
;14740;1215.0;1432
;80200;523.0;174
;57420;341.0;106
;88650;1249.0;612
;64300;936.0;729
;49260;4941.0;4032
;11600;664.0;208
;54330;554.0;170
;;348.0;368
;38160;2203.0;1039
;17380;2370.0;649
;57630;777.0;116
;23360;4463.0;786
;64300;1369.0;457
;40320;1059.0;730
;24510;1777.0;311
;23170;2561.0;315
;87210;3795.0;372
;40300;2173.0;1166
;40410;14137.0;1378
;33250;2362.0;1854
;23700;1685.0;209
;19250;1392.0;416
;23110;3414.0;396
;17130;1323.0;475
;24170;2440.0;1417
;87380;3154.0;560
;17120;2018.0;882
;40140;7720.0;1935
;47240;2042.0;6182
;12500;3595.0;541
;;2031.0;557
;65120;3010.0;118
;11110;1831.0;3041
;31230;2253.0;1961
;48300;1980.0;230
;34380;5066.0;951
;32170;1257.0;257
;82800;2646.0;1082
;9350;1036.0;390
;31340;752.0;489
;12540;2193.0;125
;12210;1052.0;119
;11380;522.0;21
;31370;2435.0;2806
;48260;3495.0;71
;34390;1936.0;212
;31480;1130.0;190
;46100;1822.0;583
;82200;8605.0;12470
;46100;1100.0;1075
;30210;1910.0;1788
;11380;1713.0;84
;48110;2699.0;223
;31230;2251.0;302
;34550;2790.0;4690
;65100;4131.0;138
;31790;1931.0;5509
;32190;977.0;455
;48250;4598.0;230
;46340;2969.0;1224
;34360;3278.0;146
;46120;1015.0;953
;12470;4595.0;310
;48220;9034.0;287
;48220;9034.0;287
;65170;669.0;221
;;1825.0;423
;48190;3903.0;236
;66760;771.0;1266
;46110;1393.0;1052
;12800;2547.0;208
;31530;1682.0;827
;66130;3168.0;5354
;12140;3080.0;1059
;12290;3406.0;422
;32730;1554.0;283
;63700;1921.0;975
;43340;1927.0;95
;74200;1504.0;4137
;26730;1013.0;1074
;3460;1705.0;143
;15340;3626.0;513
;73130;2839.0;158
;7190;1665.0;217
;63590;3317.0;352
;1480;830.0;2196
;1580;1425.0;317
;73500;9852.0;415
;43380;2160.0;166
;38340;2908.0;9653
;7400;1463.0;145
;1110;1026.0;85
;63490;2242.0;350
;15300;2707.0;225
;74390;3214.0;1179
;73110;2943.0;842
;38390;1585.0;1670
;26400;1474.0;228
;1320;1408.0;1578
;3420;3555.0;897
;38190;2668.0;541
;38210;1835.0;745
;69780;2917.0;4651
;63120;3048.0;746
;26120;4001.0;6784
;26460;2323.0;616
;26460;2497.0;143
;26620;8794.0;522
;43200;3456.0;937
;69770;2293.0;1318
;74370;929.0;2501
;62810;742.0;354
;55260;829.0;40
;6100;7392.0;343629
;19110;1481.0;2866
;59360;1270.0;1292
;53260;2404.0;1272
;;847.0;244
;2500;1021.0;167
;26300;896.0;881
;76450;451.0;324
;47260;2334.0;1724
;32290;977.0;150
;33760;322.0;225
;80400;702.0;517
;57420;233.0;34
;36290;6706.0;1075
;54570;389.0;355
;63830;427.0;2025
;20230;462.0;128
;71570;518.0;550
;62185;801.0;1166
;57640;1600.0;206
;54200;722.0;286
;71250;1015.0;340
;70500;1068.0;220
;54740;479.0;355
;32170;539.0;67
;31670;774.0;4139
;49130;1483.0;3648
;11270;1214.0;180
;16470;249.0;3279
;47120;821.0;292
;6710;1439.0;686
;50390;468.0;106
;52130;273.0;385
;13640;2544.0;5390
;20219;1424.0;43
;52150;263.0;35
;79160;830.0;539
;44250;2675.0;13088
;35340;6677.0;7041
;47310;1598.0;590
;37140;1934.0;1497
;20190;803.0;156
;17290;1602.0;818
;74350;1153.0;606
;11200;1039.0;412
;38260;1365.0;1422
;69200;1537.0;61183
;71270;977.0;421
;82370;1398.0;1589
;57800;921.0;13122
;80620;565.0;153
;21200;380.0;296
;31260;912.0;430
;62134;279.0;133
;34370;861.0;1326
;70700;1229.0;185
;80510;958.0;226
;35220;2889.0;6310
;35230;1092.0;2553
;33460;732.0;1523
;32270;775.0;94
;24220;2043.0;638
;17000;3169.0;74123
;17470;1065.0;246
;33340;2210.0;919
;79310;551.0;269
;86120;3270.0;750
;64330;1747.0;350
;23460;2038.0;139
;47700;3073.0;4662
;40200;4347.0;840
;24500;717.0;98
;47210;998.0;169
;79700;12243.0;8354
;24600;1878.0;577
;64450;1432.0;1357
;64360;8101.0;4466
;24440;1187.0;139
;17120;2012.0;592
;40400;1104.0;261
;40390;2651.0;1057
;47160;2332.0;713
;86210;6674.0;1092
;24320;1406.0;181
;33540;988.0;239
;79150;2863.0;1627
;16440;4164.0;4109
;17150;2673.0;1491
;40110;13248.0;967
;64350;1144.0;156
;40190;2366.0;385
;64490;3501.0;80
;19200;1070.0;80
;40400;3039.0;3182
;17540;1934.0;1633
;24510;1679.0;298
;87270;2590.0;1622
;16110;2157.0;1538
;71960;381.0;600
;35133;842.0;1283
;55300;802.0;43
;53240;1805.0;1586
;79340;1760.0;433
;14370;987.0;3596
;26460;1333.0;91
;55000;640.0;97
;20270;1452.0;166
;5290;2263.0;286
;59259;495.0;1379
;34490;1434.0;1638
;37340;3274.0;461
;22250;3571.0;2983
;68210;303.0;404
;90160;793.0;1067
;62130;552.0;153
;67150;484.0;569
;85150;2829.0;1530
;68780;433.0;332
;44320;3984.0;3986
;6450;3534.0;552
;31160;815.0;681
;44250;2675.0;13088
;18300;539.0;368
;83310;4483.0;4041
;22340;1483.0;690
;25240;3997.0;260
;64160;375.0;572
;43320;1195.0;254
;61410;967.0;128
;55120;671.0;46
;17800;1354.0;409
;41600;4139.0;499
;41500;3673.0;1575
;;93.0;85
;20140;3933.0;561
;38860;3988.0;790
;11320;728.0;255
;20279;953.0;173
;88700;706.0;273
;13580;1421.0;7618
;44590;5516.0;1710
;16240;2403.0;1012
;83830;3527.0;1529
;29800;975.0;269
;25210;2423.0;2233
;1250;242.0;341
;65230;627.0;57
;74570;1941.0;1356
;21250;491.0;76
;47200;826.0;1556
;86350;3800.0;553
;58420;505.0;32
;80140;761.0;424
;62182;447.0;256
;32450;818.0;193
;74440;4251.0;3404
;85670;749.0;1084
;82100;823.0;508
;83320;1487.0;9899
;29710;1967.0;807
;80270;160.0;97
;25160;669.0;757
;18170;3253.0;1083
;57515;576.0;2623
;24580;3440.0;688
;74150;507.0;857
;39260;1371.0;453
;11320;752.0;182
;84190;681.0;122
;54420;726.0;3951
;76260;908.0;262
;85210;1162.0;517
;7700;4357.0;916
;69690;685.0;1232
;56420;5847.0;2732
;42140;1462.0;1065
;33540;571.0;151
;57590;578.0;127
;79500;729.0;392
;16500;3024.0;500
;35490;2163.0;1119
;64220;2127.0;235
;22190;2774.0;14224
;38650;1655.0;618
;61220;763.0;294
;63170;780.0;9536
;70400;300.0;488
;24320;936.0;283
;88350;464.0;82
;34390;1660.0;557
;6600;2702.0;75568
;67840;699.0;2489
;74100;446.0;8180
;53150;1127.0;148
;17220;842.0;2436
;30140;1068.0;709
;63720;1045.0;1554
;1160;1572.0;1553
;71110;966.0;123
;59171;732.0;1954
;23130;2503.0;320
;30330;1182.0;744
;86330;809.0;102
;57590;717.0;145
;71350;1643.0;442
;25870;485.0;109
;23340;569.0;45
;18350;1873.0;178
;40250;437.0;94
;63570;715.0;3300
;80150;645.0;314
;76260;910.0;584
;62550;321.0;279
;62232;240.0;1078
;5260;10189.0;136
;80200;783.0;463
;25620;765.0;118
;18310;946.0;255
;21290;972.0;37
;85390;2022.0;1358
;55000;604.0;254
;;729.0;145
;21121;446.0;9142
;8200;426.0;519
;88270;1677.0;1125
;63320;152.0;331
;31410;691.0;165
;53200;1399.0;496
;29470;2059.0;3602
;25170;668.0;365
;40190;1138.0;118
;81130;1283.0;253
;56540;1594.0;734
;2120;372.0;149
;29600;4241.0;4295
;12260;1353.0;408
;22200;1417.0;2464
;37530;1388.0;1229
;62810;667.0;246
;46100;778.0;488
;31260;1186.0;280
;61160;534.0;152
;35560;1225.0;551
;38350;1005.0;1371
;15120;2051.0;877
;79360;2044.0;648
;55120;727.0;54
;11400;620.0;307
;67160;1715.0;1699
;54540;305.0;96
;42120;904.0;548
;1130;938.0;168
;9800;477.0;26
;83690;2092.0;1349
;68510;235.0;565
;80260;613.0;302
;74420;883.0;883
;65220;534.0;118
;64370;591.0;292
;85150;2845.0;1528
;47410;2339.0;512
;86800;2050.0;1204
;64390;663.0;184
;6710;2195.0;104
;57400;215.0;299
;21460;644.0;91
;31450;719.0;472
;56920;618.0;153
;24320;696.0;115
;31260;676.0;1877
;82190;1317.0;230
;33920;1118.0;2265
;26170;1051.0;68
;67270;541.0;711
;13770;2052.0;8278
;80132;1155.0;656
;31460;652.0;423
;83210;1784.0;11624
;62127;251.0;122
;68950;1851.0;1908
;52230;808.0;64
;43000;109.0;1569
;39250;541.0;84
;67310;447.0;680
;71700;598.0;133
;31110;1054.0;243
;10140;285.0;84
;10500;325.0;31
;51300;688.0;332
;51300;242.0;136
;51290;1686.0;293
;51800;5148.0;534
;51800;672.0;57
;51400;1025.0;258
;51800;2428.0;294
;51800;2329.0;262
;51600;1278.0;98
;8240;931.0;107
;54750;882.0;2317
;12800;2336.0;1954
;39800;298.0;55
;31310;563.0;88
;39290;808.0;161
;35330;1206.0;477
;16600;2340.0;2205
;76430;2941.0;1308
;76450;325.0;111
;76450;1031.0;1084
;76110;499.0;451
;76150;415.0;11232
;76940;737.0;345
;76480;849.0;677
;76710;1043.0;890
;76580;1768.0;5239
;76560;458.0;181
;76730;234.0;169
;76720;443.0;280
;76890;693.0;647
;76590;300.0;158
;60360;797.0;533
;95310;1398.0;23470
;27220;528.0;224
;27650;526.0;245
;28260;791.0;2673
;27220;346.0;269
;78270;947.0;1918
;27420;458.0;599
;27620;646.0;501
;27600;1965.0;1782
;78250;345.0;8988
;78510;1376.0;11431
;78640;765.0;868
;78580;649.0;263
;78126;224.0;1155
;78630;1547.0;5978
;95750;1688.0;1935
;95420;370.0;331
;95510;839.0;481
;95450;1253.0;822
;94390;606.0;7230
;77210;563.0;2317
;77670;2236.0;2691
;77670;224.0;3181
;77540;1686.0;838
;77170;844.0;2020
;77720;1652.0;4503
;;966.0;312
;76280;592.0;445
;61230;1046.0;121
;;1105.0;690
;;611.0;145
;14270;1092.0;4958
;14290;1227.0;2183
;14340;1076.0;844
;14170;2651.0;707
;14430;523.0;2022
;14340;575.0;282
;76113;1111.0;1264
;76240;648.0;1951
;27350;332.0;227
;27290;297.0;340
;61120;2272.0;920
;61300;1215.0;621
;27270;840.0;228
;27330;1176.0;172
;61300;1617.0;509
;14290;871.0;998
;;1620.0;237
;14100;1279.0;693
;27230;875.0;168
;27190;469.0;138
;27410;431.0;218
;27170;1391.0;425
;27240;2160.0;1193
;27160;2338.0;554
;27130;1964.0;688
;27110;481.0;271
;27370;810.0;987
;27170;442.0;387
;27520;929.0;816
;95650;506.0;405
;76220;560.0;421
;76750;373.0;142
;27480;606.0;71
;27360;697.0;1153
;76440;575.0;1000
;76270;534.0;201
;76270;1090.0;238
;60860;402.0;160
;60000;544.0;1035
;60240;487.0;119
;60390;958.0;356
;60112;1260.0;735
;60220;603.0;219
;60300;1433.0;411
;93210;1238.0;108274
;;805.0;485
;27370;988.0;2252
;16120;767.0;550
;40350;4968.0;2953
;40250;970.0;508
;27520;718.0;396
;27930;726.0;341
;76410;504.0;773
;27460;871.0;1449
;76640;426.0;352
;76210;586.0;585
;76700;460.0;2676
;27210;626.0;634
;76210;1234.0;11753
;76170;496.0;660
;76790;307.0;377
;76790;431.0;1440
;76190;799.0;753
;76970;868.0;787
;76190;436.0;417
;76890;301.0;81
;76160;505.0;1713
;76560;530.0;110
;76560;656.0;770
;78150;430.0;28980
;60360;401.0;177
;78650;1862.0;7625
;95830;951.0;1186
;27210;723.0;1017
;27330;1264.0;562
;;344.0;133
;;1751.0;959
;27270;1405.0;360
;61230;1464.0;192
;27450;619.0;297
;27230;703.0;429
;27500;956.0;341
;27800;663.0;208
;27500;384.0;429
;27800;548.0;172
;27560;1838.0;1401
;27290;820.0;353
;27180;1777.0;1084
;27370;170.0;155
;;297.0;283
;27170;1022.0;817
;27110;871.0;488
;60000;3307.0;54289
;60110;2312.0;13948
;27150;763.0;321
;27660;1148.0;1475
;28260;1434.0;694
;28260;844.0;1041
;78550;793.0;809
;28410;1435.0;897
;27220;521.0;84
;27490;1173.0;922
;27150;869.0;319
;27120;1174.0;1352
;78820;874.0;3817
;95280;728.0;16371
;78250;502.0;672
;78870;663.0;3894
;78910;886.0;578
;78770;568.0;491
;95420;1449.0;5763
;42320;404.0;5059
;21800;456.0;1848
;52000;1877.0;1047
;57660;503.0;213
;83980;3040.0;5165
;42800;195.0;478
;4370;2712.0;343
;2430;621.0;5356
;2510;928.0;300
;65150;142.0;86
;70140;366.0;186
;13540;18759.0;141148
;66300;479.0;140
;29520;3386.0;685
;39120;381.0;58
;66130;418.0;1125
;17137;770.0;2094
;21690;1458.0;135
;11370;4825.0;4148
;50170;747.0;318
;42640;2795.0;1505
;37540;1344.0;16133
;64310;1939.0;4156
;29800;1957.0;2792
;38080;1297.0;15944
;21640;88.0;181
;71140;523.0;187
;9100;469.0;254
;49400;345.0;1220
;62690;330.0;248
;14830;482.0;1743
;67700;330.0;1363
;88260;415.0;117
;17270;1125.0;205
;5110;2422.0;39
;1640;913.0;235
;18300;2175.0;423
;76740;408.0;295
;81170;845.0;964
;64420;907.0;351
;76340;1834.0;229
;69490;274.0;791
;21230;732.0;117
;80690;643.0;142
;81300;851.0;745
;12310;2900.0;324
;22780;2633.0;742
;33240;144.0;258
;69630;1615.0;7963
;21140;370.0;74
;72300;1154.0;1316
;50370;594.0;167
;62127;682.0;430
;20115;6328.0;479
;63450;1196.0;316
;80440;515.0;429
;26240;291.0;519
;42210;1292.0;983
;64390;663.0;98
;38470;505.0;581
;64390;651.0;219
;38150;1123.0;1205
;19290;1153.0;82
;88170;489.0;84
;70700;849.0;256
;13550;2650.0;5293
;37600;390.0;1787
;49250;3584.0;6471
;26220;2808.0;81
;67270;548.0;454
;5260;3762.0;992
;1110;850.0;42
;40090;1900.0;339
;88000;856.0;681
;64370;577.0;80
;36150;1291.0;124
;58420;482.0;129
;25870;747.0;964
;53150;751.0;205
;85210;1516.0;366
;67110;1740.0;3586
;54710;829.0;6519
;86120;1127.0;565
;17430;3461.0;812
;40390;1754.0;585
;47370;1128.0;188
;87310;3965.0;1423
;40500;1425.0;606
;47120;1928.0;346
;40180;1029.0;1164
;79190;1926.0;1607
;79170;2123.0;1009
;40320;2624.0;1113
;17460;1988.0;1062
;16190;2100.0;304
;19290;4693.0;265
;40560;7410.0;1204
;47800;1086.0;269
;64800;1351.0;829
;24150;1586.0;896
;16240;2569.0;394
;87130;889.0;314
;23110;1211.0;238
;87260;2897.0;932
;17130;957.0;196
;79600;5322.0;778
;47170;7098.0;588
;16120;2406.0;3432
;79600;1850.0;179
;40250;1267.0;316
;64470;604.0;182
;24300;2913.0;892
;47200;721.0;597
;87190;2416.0;399
;24270;3539.0;412
;19120;1238.0;273
;24360;904.0;88
;79200;5040.0;945
;52310;1124.0;342
;88290;3182.0;2732
;52360;1081.0;128
;57400;1161.0;1239
;67150;556.0;672
;57810;1046.0;720
;55150;1113.0;123
;88490;1485.0;226
;88270;2729.0;599
;88200;1390.0;914
;88320;790.0;73
;55170;1025.0;149
;67100;7809.0;274394
;68680;1646.0;4855
;54540;582.0;90
;55500;1844.0;141
;52400;1068.0;72
;52100;4865.0;25280
;59980;279.0;394
;36800;6643.0;283
;44880;1772.0;6989
;59169;555.0;1486
;53500;3645.0;5812
;20219;7859.0;498
;35440;2546.0;1690
;35420;4223.0;3524
;62123;1034.0;714
;34270;657.0;674
;79800;3608.0;1681
;24530;2878.0;471
;7270;2108.0;443
;64190;693.0;207
;80140;576.0;235
;64530;762.0;428
;35140;2529.0;1551
;42140;205.0;442
;65400;315.0;430
;16490;1577.0;220
;57730;485.0;564
;63460;1760.0;819
;22400;709.0;848
;11160;1737.0;109
;59141;606.0;527
;9240;771.0;47
;57170;752.0;123
;41170;489.0;1490
;72320;2581.0;462
;41170;1948.0;249
;28330;1837.0;314
;61190;2419.0;1600
;61260;953.0;1808
;61130;1522.0;394
;72600;577.0;138
;61360;1591.0;152
;72600;237.0;43
;;524.0;168
;27130;690.0;67
;28480;1831.0;360
;28480;445.0;325
;77880;1307.0;1420
;77250;1671.0;6794
;77210;382.0;14151
;77540;2850.0;593
;77370;2418.0;8351
;14430;2428.0;308
;14170;5556.0;1551
;61160;776.0;147
;14620;1015.0;114
;61160;599.0;110
;14340;724.0;335
;14140;807.0;152
;;355.0;125
;14140;455.0;36
;14270;3134.0;1058
;14140;1227.0;2183
;14140;1227.0;2183
;;480.0;105
;14140;961.0;161
;14430;690.0;184
;14340;1132.0;425
;28310;967.0;217
;28320;1233.0;756
;77760;895.0;222
;45390;1474.0;313
;45200;446.0;14490
;45120;846.0;2347
;91700;936.0;35035
;14290;409.0;613
;61470;2272.0;920
;27180;1203.0;1571
;27160;2766.0;3258
;;956.0;203
;27670;402.0;1558
;27370;256.0;112
;;275.0;444
;45480;2710.0;704
;28800;731.0;166
;28200;619.0;147
;28800;668.0;112
;45130;1030.0;3188
;45410;1742.0;228
;45400;1016.0;20843
;28190;2069.0;883
;28130;920.0;722
;28210;1878.0;1623
;28270;957.0;255
;28210;577.0;472
;28500;1225.0;11899
;78720;2286.0;885
;91470;749.0;632
;89200;1068.0;301
;35120;2419.0;1142
;32120;436.0;85
;72200;2056.0;1018
;59162;762.0;5378
;53500;3771.0;1363
;70120;569.0;59
;15130;1992.0;431
;40320;1157.0;264
;54120;923.0;529
;38110;1450.0;2679
;62123;522.0;535
;25310;549.0;630
;65130;175.0;38
;38590;606.0;252
;71340;550.0;146
;62380;532.0;334
;34360;2576.0;80
;29980;128.0;747
;15100;2737.0;139
;16250;1648.0;514
;68210;496.0;379
;32310;1103.0;139
;1200;1400.0;547
;50620;685.0;216
;37220;1448.0;564
;63160;2169.0;1180
;83670;3128.0;1298
;64160;769.0;234
;86120;1585.0;217
;38850;756.0;1359
;31440;275.0;29
;25110;659.0;409
;79110;630.0;76
;21390;792.0;83
;36340;1657.0;190
;85520;1682.0;2635
;11150;564.0;369
;33240;757.0;1248
;17500;1393.0;537
;62123;708.0;675
;16170;1742.0;299
;21110;577.0;1061
;55110;723.0;85
;33760;644.0;277
;65190;294.0;210
;4200;4018.0;50
;30360;686.0;318
;16140;1144.0;125
;73250;1590.0;871
;81390;1527.0;2008
;32290;1455.0;149
;33570;2325.0;1308
;25110;204.0;174
;1430;608.0;174
;5100;19099.0;366
;64130;1651.0;335
;11190;2105.0;64
;54113;651.0;207
;74330;668.0;4017
;62223;300.0;400
;70100;1659.0;772
;62120;473.0;1180
;9500;413.0;93
;18700;5348.0;184
;26300;2821.0;4989
;13480;3668.0;9011
;42320;740.0;1391
;18600;2318.0;166
;49410;3956.0;4011
;9300;683.0;127
;56270;3993.0;17875
;55300;638.0;243
;84210;1106.0;441
;90340;870.0;1567
;76880;519.0;466
;2500;410.0;880
;55160;562.0;81
;68210;315.0;256
;35630;822.0;355
;85170;3393.0;4102
;80140;498.0;190
;57570;295.0;435
;62990;407.0;147
;8450;375.0;401
;70190;546.0;288
;29920;2559.0;2717
;62121;306.0;115
;35850;779.0;913
;22810;1431.0;1085
;35310;3389.0;5216
;13013;2800.0;90122
;18100;1208.0;656
;62111;723.0;361
;90100;378.0;160
;24550;1908.0;273
;36150;1987.0;223
;1100;327.0;920
;17160;1687.0;536
;39120;1000.0;214
;20167;1092.0;308
;17400;1016.0;394
;54370;802.0;146
;62140;595.0;248
;34290;304.0;379
;56390;1950.0;1647
;44660;2204.0;501
;18140;1697.0;100
;43150;804.0;110
;63880;1049.0;269
;38870;1878.0;2808
;7400;2358.0;441
;7400;2358.0;441
;3350;3327.0;247
;73710;10605.0;747
;3350;7096.0;1324
;15350;1373.0;127
;38090;948.0;1042
;77370;2746.0;1064
;77820;2276.0;4401
;77630;538.0;1331
;77830;2088.0;520
;77390;783.0;202
;27590;1098.0;2428
;;783.0;285
;61160;705.0;269
;61120;715.0;99
;14340;270.0;128
;14140;1227.0;2183
;14270;640.0;568
;14510;470.0;2043
;14430;514.0;189
;76650;1279.0;9278
;27500;936.0;1498
;14290;1171.0;536
;27390;647.0;95
;27390;1438.0;172
;;725.0;90
;61470;765.0;659
;14130;450.0;166
;27260;1571.0;390
;27190;1414.0;492
;;422.0;88
;27190;478.0;60
;27170;472.0;373
;27110;1079.0;758
;28320;1122.0;3529
;28700;1138.0;231
;28700;613.0;135
;28700;2747.0;624
;91740;1075.0;416
;45330;1759.0;6198
;77710;1410.0;454
;45340;745.0;355
;45320;1220.0;292
;45490;1402.0;289
;45220;3590.0;1332
;45220;3093.0;1173
;91490;1223.0;1295
;89220;3321.0;343
;45240;5880.0;1295
;45450;2179.0;2653
;28150;1393.0;182
;28140;1806.0;242
;28200;908.0;804
;45310;2661.0;272
;45480;1301.0;336
;28140;2231.0;337
;28140;3211.0;957
;45480;4669.0;1418
;45000;2759.0;114286
;28630;3315.0;1859
;28210;1323.0;4133
;;1565.0;320
;28170;6349.0;2270
;28630;414.0;1660
;78113;1023.0;756
;77760;1961.0;757
;91490;850.0;842
;91250;332.0;5193
;91160;486.0;21739
;83170;2279.0;1788
;23170;2413.0;385
;68890;2369.0;1810
;31350;476.0;35
;65200;1036.0;705
;12130;947.0;301
;33530;1031.0;6967
;39700;2596.0;399
;1510;591.0;152
;18220;2795.0;489
;79110;1997.0;2097
;70120;775.0;72
;42330;1163.0;1494
;70500;238.0;27
;62690;566.0;625
;70130;802.0;209
;85290;1549.0;3535
;29252;1587.0;1580
;24170;780.0;330
;32300;1077.0;128
;39240;734.0;87
;;211.0;49
;32370;1536.0;118
;32350;1331.0;149
;33540;704.0;143
;43260;1192.0;722
;90400;419.0;1241
;27380;650.0;460
;76116;759.0;717
;76116;579.0;800
;76220;3386.0;617
;76680;348.0;180
;76270;1095.0;4866
;76270;1972.0;885
;27150;437.0;73
;60650;353.0;218
;60650;1394.0;1344
;60220;945.0;1089
;76220;400.0;90
;60700;1202.0;1842
;95390;796.0;7214
;95190;1146.0;31255
;27180;783.0;275
;27190;666.0;233
;;319.0;95
;27240;714.0;453
;27160;2338.0;554
;27110;1347.0;595
;27370;141.0;209
;76450;1853.0;1066
;76940;4931.0;1107
;76430;709.0;1320
;76330;1202.0;902
;76210;518.0;1059
;76190;477.0;572
;76170;1466.0;8926
;76790;297.0;171
;76450;244.0;112
;76400;592.0;1086
;;853.0;561
;76850;500.0;316
;76760;519.0;343
;76890;851.0;579
;78380;278.0;8498
;60110;2104.0;1733
;11360;2567.0;670
;66760;4987.0;134
;81190;2009.0;844
;31390;2685.0;5164
;81290;2399.0;645
;81200;7284.0;10093
;31800;1274.0;271
;82600;2246.0;771
;34570;1617.0;2573
;12000;3561.0;2019
;31510;1133.0;248
;82000;13593.0;56887
;32190;1463.0;193
;12140;3225.0;383
;;2276.0;174
;15800;3131.0;325
;42400;5510.0;35564
;69610;2051.0;1396
;7690;2058.0;220
;3250;2598.0;364
;74660;4438.0;412
;74150;1118.0;861
;43810;2680.0;481
;43100;2404.0;106
;42230;7996.0;171483
;43220;3467.0;2898
;43160;1472.0;80
;42540;1982.0;1635
;74100;494.0;33166
;15290;811.0;962
;38650;1094.0;647
;7210;1753.0;1047
;7610;737.0;502
;1300;1068.0;803
;1260;1820.0;788
;7800;1404.0;2090
;26240;536.0;3990
;15300;3842.0;556
;1310;1816.0;1245
;74230;1846.0;596
;73590;2130.0;494
;42560;1494.0;420
;7240;3111.0;1894
;63790;1509.0;544
;1330;2468.0;4430
;42470;3271.0;1877
;63310;1559.0;1576
;73480;15414.0;336
;1560;2011.0;688
;1290;1125.0;1087
;69250;543.0;7204
;3210;4728.0;783
;42260;2969.0;984
;42130;1168.0;1084
;26300;2380.0;804
;15300;3443.0;221
;73600;1165.0;309
;73220;2635.0;82
;1300;1427.0;528
;7570;5149.0;1166
;38160;1058.0;397
;73290;2956.0;11452
;69500;1027.0;39232
;72130;1829.0;877
;61570;4711.0;1198
;61570;1283.0;530
;72310;2060.0;2311
;41800;449.0;106
;72150;2694.0;924
;72160;1172.0;577
;72290;1685.0;620
;72190;1397.0;3537
;72160;1933.0;914
;41270;2823.0;308
;41800;520.0;139
;41160;4273.0;715
;41360;2374.0;773
;72600;1021.0;230
;61130;613.0;58
;;936.0;167
;61380;2260.0;185
;28250;6281.0;3136
;61110;2111.0;1245
;;2162.0;641
;;2185.0;209
;61110;1769.0;1362
;41500;1149.0;187
;45740;4618.0;2811
;77520;1277.0;575
;89340;1698.0;3321
;78310;806.0;4384
;61300;1845.0;7940
;94460;531.0;12231
;28190;1702.0;386
;28270;4442.0;467
;28170;4134.0;956
;72500;2283.0;638
;72610;2736.0;938
;72380;1140.0;1758
;72610;8738.0;2235
;72510;3532.0;1740
;72650;1276.0;1600
;18120;1514.0;449
;46140;552.0;341
;81140;809.0;122
;25170;339.0;295
;88630;322.0;33
;42660;1035.0;1196
;5100;1527.0;467
;39290;876.0;196
;44760;977.0;1421
;30330;609.0;365
;22350;3253.0;2439
;25870;609.0;500
;84570;1199.0;1607
;24320;1671.0;444
;50440;239.0;31
;40240;2129.0;354
;25530;1434.0;231
;30140;327.0;161
;14220;676.0;366
;42460;521.0;222
;53250;1486.0;504
;55300;585.0;85
;81990;1291.0;2949
;44430;4478.0;7609
;15230;1947.0;248
;54190;647.0;9354
;5120;5556.0;1065
;54700;590.0;120
;29560;965.0;140
;11220;673.0;224
;37110;2059.0;411
;11250;511.0;9
;71540;1053.0;185
;83580;2484.0;2818
;46310;1221.0;218
;21130;798.0;200
;53440;1683.0;618
;3240;188.0;497
;26600;1553.0;1170
;70190;496.0;155
;62310;490.0;290
;59940;1351.0;5935
;20213;1858.0;3247
;20134;2516.0;137
;9500;470.0;49
;27400;681.0;213
;27370;291.0;412
;76410;808.0;2474
;76520;473.0;942
;76210;546.0;338
;76210;659.0;1058
;27210;1068.0;942
;76110;249.0;360
;;478.0;266
;76430;1177.0;3884
;76540;1029.0;565
;76540;447.0;181
;76540;1022.0;926
;;348.0;102
;76530;776.0;482
;18110;822.0;838
;73350;480.0;191
;66240;1169.0;11362
;21360;460.0;69
;79160;1908.0;734
;84750;3516.0;617
;17470;1075.0;94
;29300;2646.0;2764
;71460;352.0;212
;16240;693.0;148
;64490;1167.0;571
;83510;6461.0;9047
;56430;1316.0;181
;86310;447.0;107
;17520;1046.0;310
;1250;963.0;271
