NOM POLLUANT;QUANTITE;COORDONNEE;IDENTIFIANT;COORDONNEE;Nom Etablissement
CO2 Total d'origine non biomasse uniquement;2568501,66;43.3670009568, 5.18741475193;064.01622;43.3670009568, 5.18741475193;SNC BIVAL Usine d'incinÃ©ration
CO2 Total d'origine non biomasse uniquement;67990;44.0372978021, 5.16195743209;064.01643;44.0372978021, 5.16195743209;VALADE
Acide fluorhydrique (flurorure d'hydrogène);0,11;43.7985016457, 5.81591000344;064.01676;43.7985016457, 5.81591000344;HENAULT
Composés organiques volatils non méthaniques (COVNM);80900;43.5926229607, 6.92926510351;064.01697;43.5926229607, 6.92926510351;UKOBA INDUSTRIE
CO2 Total (CO2 d'origine biomasse et non biomasse);1348015,5;43.6326558721, 6.78906503885;064.01702;43.6326558721, 6.78906503885;SARL SEVEN TWO CRACH CASSE
Composés organiques volatils non méthaniques (COVNM);691640;43.6392524455, 6.63721783517;064.01740;43.6392524455, 6.63721783517;SCA valdeze
Trichloroéthylène (TRI);45980;43.5545983889, 7.0165876774;064.01784;43.5545983889, 7.0165876774;Zup de la petite Hollande
Fluor et ses composés (F);296333,5;43.4811460018, 5.62281522725;064.01794;43.4811460018, 5.62281522725;EMIN LEYDIER
CO2 Total (CO2 d'origine biomasse et non biomasse);16600;44.0983656377, 4.91248274715;064.01838;44.0983656377, 4.91248274715;DIANA NATURALS
Fluor et ses composés (F);5,3;43.5922776083, 5.12274684832;064.02021;43.5922776083, 5.12274684832;SOCIETE DES CARRIERES BRETONNES
Méthane (CH4);112000;43.568243573, 5.21958437759;064.02022;43.568243573, 5.21958437759;sas thivat nutrition animale
Composés organiques volatils non méthaniques (COVNM);1835000;43.4821925355, 5.622121818;064.02078;43.4821925355, 5.622121818;SODEMECA
Chlore;23;43.4811460018, 5.62281522725;064.02091;43.4811460018, 5.62281522725;SIMON DUTRIAUX
CO2 Total d'origine non biomasse uniquement;296200;43.4209496597, 4.89968121356;064.02139;43.4209496597, 4.89968121356;
Dichlorométhane (DCM - chlorure de méthylène);11465;43.6825016388, 7.18528000301;064.02190;43.6825016388, 7.18528000301;Atelier industriel de l'aÃ©ronautique
CO2 Total (CO2 d'origine biomasse et non biomasse);24226726,7;43.1000016017, 5.25000000358;064.02259;43.1000016017, 5.25000000358;GALLOO ILE DE FRANCE DIVISION IVRY
1 - 2-dichloroéthane (DCE - chlorure d'éthylène);3512272,6;43.4050742237, 4.99968868763;064.02289;43.4050742237, 4.99968868763;GAEC des Prelions
Halons;100;43.362643162, 5.33110303999;064.02472;43.362643162, 5.33110303999;SITA Centre Ouest - Installation de Stockage de DÃ©chets non dangereux de PRUDEMANCHE
CO2 Total d'origine biomasse uniquement;4679000;43.5122034799, 6.71384158829;064.02663;43.5122034799, 6.71384158829;Asahi Diamond Industrial Europe
Méthane (CH4);2690000;43.2285244603, 6.21169549097;064.02664;43.2285244603, 6.21169549097;SociÃ©tÃ© FranÃ§aise Donges-Metz-Chalons en Champagne- Parc D
Méthane (CH4);1711000;44.3714814519, 5.90449410284;064.02672;44.3714814519, 5.90449410284;Etablissement de ravitaillement sanitaire des armÃ©es de Marseille
Hydroflurocarbures (HFC);7978162,79;43.9920574263, 4.8638050226;064.02706;43.9920574263, 4.8638050226;SDEZ
Hydrochlorofluorocarbures (HCFC);3293;43.5315724803, 6.931890882;064.02767;43.5315724803, 6.931890882;Etablissement Principal des Munitions MÃ©diterranÃ©e
CO2 Total (CO2 d'origine biomasse et non biomasse);369800;43.3574424079, 5.35022972764;064.03649;43.3574424079, 5.35022972764;BRICARD
Hydrochlorofluorocarbures (HCFC);2747;;064.04031;;ACIAL
Hydroflurocarbures (HFC);1145;43.6502808566, 6.92183254445;064.04370;43.6502808566, 6.92183254445;TRIGANO JARDIN
CO2 Total (CO2 d'origine biomasse et non biomasse);2882000;43.3858129557, 5.00664693317;064.04835;43.3858129557, 5.00664693317;BRANDT FRANCE
Protoxyde d'azote (N2O);3671430,8;43.420091235, 4.85753066412;064.04837;43.420091235, 4.85753066412;ARCANTE
CO2 Total (CO2 d'origine biomasse et non biomasse);2718200;43.5122034799, 6.71384158829;064.05073;43.5122034799, 6.71384158829;PROLUDIC
Hydrochlorofluorocarbures (HCFC);1887;43.301978724, 5.3747739063;064.05361;43.301978724, 5.3747739063;HERCULES SA
Hydrochlorofluorocarbures (HCFC);1129;43.6590074612, 7.12640446279;064.05393;43.6590074612, 7.12640446279;ND LOGISTICS
Protoxyde d'azote (N2O);4093400;43.4283710931, 4.88625757371;064.05412;43.4283710931, 4.88625757371;LIGNATECH RHONE-ALPES
CO2 Total d'origine biomasse uniquement;21436200;;064.05521;;SITA Centre Ouest - Installation de stockage de DÃ©chets non dangereux de CHEVILLY 1
Méthane (CH4);7185000;43.5122034799, 6.71384158829;064.05522;43.5122034799, 6.71384158829;63118
Méthane (CH4);18571400;43.2285244603, 6.21169549097;064.05523;43.2285244603, 6.21169549097;Station d'Ã©puration de la CommunautÃ© de Communes du Pays d'Amplepuis-Thizy
Méthane (CH4);10859800;43.3641746562, 6.35865332762;064.06051;43.3641746562, 6.35865332762;SociÃ©tÃ© des Ateliers Louis Vuitton
Composés organiques volatils non méthaniques (COVNM);30500;;064.06252;;CVE PITHIVIERS
Dichlorométhane (DCM - chlorure de méthylène);8360;43.2582890531, 5.80293068701;064.06383;43.2582890531, 5.80293068701;AFM RECYCLAGE
Méthane (CH4);3312000;44.3500016798, 5.91000000344;064.06623;44.3500016798, 5.91000000344;RECYCLEO
Méthane (CH4);1810000;43.8077500352, 5.86172930002;064.06645;43.8077500352, 5.86172930002;SCEA de KERROCH
CO2 Total (CO2 d'origine biomasse et non biomasse);105600;43.706799312, 7.26457397099;064.06712;43.706799312, 7.26457397099;SOFANOR
CO2 Total (CO2 d'origine biomasse et non biomasse);4627600;43.4331336563, 4.94205283958;064.07117;43.4331336563, 4.94205283958;BILLAUDEAU
CO2 Total (CO2 d'origine biomasse et non biomasse);8666600;43.6590074612, 7.12640446279;064.07804;43.6590074612, 7.12640446279;GALVA SAONE
Ammoniac (NH3);41059;43.4119999987, 4.72880000796;064.09405;43.4119999987, 4.72880000796;SARL DE LA VALLEE
Composés organiques volatils non méthaniques (COVNM);2669072;43.3799560142, 5.01367180336;064.10379;43.3799560142, 5.01367180336;SCEA TERRE ET PORC
CO2 Total d'origine non biomasse uniquement;243352,9;44.0676663714, 5.99991245343;064.10873;44.0676663714, 5.99991245343;SCEA DE KERMERRIEN
Composés organiques volatils non méthaniques (COVNM);270182;43.3836570334, 5.01055309217;064.11266;43.3836570334, 5.01055309217;STEP - Lille-C.U.-Houplin Ancoisne
Composés organiques volatils non méthaniques (COVNM);199000;48.799999999, 2.50000000396;065.00002;48.799999999, 2.50000000396;STE DAVIET PÃ¨re et Fils
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);597560;48.7749999967, 2.51667001113;065.00024;48.7749999967, 2.51667001113;SCEA LES TREMBLATS II
Vanadium et ses composés;853660,867;48.2333000039, 2.70000000387;065.00049;48.2333000039, 2.70000000387;UEM (Centrale de ChambiÃ¨re)
CO2 Total (CO2 d'origine biomasse et non biomasse);3084502;48.2672332577, 2.68608057687;065.00054;48.2672332577, 2.68608057687;AMCOR FLEXIBLES SARREBOURG
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);477025;48.2297018995, 2.70668000479;065.00055;48.2297018995, 2.70668000479;ABCDE
Composés organiques volatils non méthaniques (COVNM);699000;48.6940276068, 2.61016384639;065.00188;48.6940276068, 2.61016384639;ArcelorMittal Construction France Site 2 Contrisson
Composés organiques volatils non méthaniques (COVNM);209300;48.8329192066, 2.72636805181;065.00230;48.8329192066, 2.72636805181;ESKA (Woippy)
Méthane (CH4);1135066,31;48.1411418949, 2.6818500048;065.00370;48.1411418949, 2.6818500048;Plate forme de compostage de Sarreguemines
CO2 Total d'origine non biomasse uniquement;356522,69;48.9890019379, 2.64500000487;065.00641;48.9890019379, 2.64500000487;CARRIERES MOUSSET SA
Composés organiques volatils non méthaniques (COVNM);33400;48.6673409555, 2.70039121221;065.00654;48.6673409555, 2.70039121221;LTR INDUSTRIES
Composés organiques volatils non méthaniques (COVNM);1501510;48.8156506341, 3.08367102383;065.00690;48.8156506341, 3.08367102383;GEVELOT EXTRUSION
Composés organiques volatils non méthaniques (COVNM);332000;48.8133725208, 3.07713298756;065.00715;48.8133725208, 3.07713298756;GAUTIER FRANCE
CO2 Total d'origine non biomasse uniquement;260500;48.5189860654, 2.64456771943;065.00846;48.5189860654, 2.64456771943;SARVAL - USINE D'ISSE
Méthane (CH4);457800;48.6408266458, 2.65777837509;065.00995;48.6408266458, 2.65777837509;HERBIGNAC CHEESE INGREDIENTS
CO2 Total d'origine biomasse uniquement;459660;48.7790341895, 3.30205966589;065.01028;48.7790341895, 3.30205966589;EUROPAC Cartonnerie Atlantique SAS
Méthane (CH4);9002800,196;48.5747306855, 2.75091210367;065.01113;48.5747306855, 2.75091210367;MESSER FRANCE
CO2 Total d'origine biomasse uniquement;63176087,24;48.9166979499, 2.71666148532;065.01121;48.9166979499, 2.71666148532;Syndicat Mixte du Sud Ouest Mayenne
Fluor et ses composés (F);193,3;48.8775873428, 2.72168930066;065.01338;48.8775873428, 2.72168930066;SOLAIRGIES
Trichloroéthylène (TRI);32322;48.8598989157, 2.75102179943;065.01367;48.8598989157, 2.75102179943;ATLANTIC METAL
Composés organiques volatils non méthaniques (COVNM);167700;48.8319019301, 2.63124000487;065.01430;48.8319019301, 2.63124000487;TITANOBEL SA DÃ©pÃ´t de MAZAUGUES
CO2 Total (CO2 d'origine biomasse et non biomasse);144500;48.8305106198, 2.63000835781;065.01447;48.8305106198, 2.63000835781;usine de Contes
Composés organiques volatils non méthaniques (COVNM);1527000;48.3866692111, 3.03489873964;065.01518;48.3866692111, 3.03489873964;PRODASYNTH
Composés organiques volatils non méthaniques (COVNM);7291802;49.0183019394, 3.03525000473;065.01529;49.0183019394, 3.03525000473;HypermarchÃ© AUCHAN Avignon
Dichlorométhane (DCM - chlorure de méthylène);5020;48.9573044785, 2.8748257176;065.01585;48.9573044785, 2.8748257176;SNCF TECHNICENTRE PACA BLANCARDE
Naphthalène;324303;48.9573044785, 2.8748257176;065.01602;48.9573044785, 2.8748257176;OXOCHIMIE
Zinc et ses composés (Zn);400;48.9573044785, 2.8748257176;065.01624;48.9573044785, 2.8748257176;LAVERA ENERGIES
CO2 Total (CO2 d'origine biomasse et non biomasse);21400;48.9573044785, 2.8748257176;065.01633;48.9573044785, 2.8748257176;JEANNE-ARTHES
CO2 Total (CO2 d'origine biomasse et non biomasse);388500;48.5317945701, 2.62752078906;065.01663;48.5317945701, 2.62752078906;OVINALP FERTILISATION
Hydroflurocarbures (HFC);925;49.0105019389, 2.5805800049;065.01736;49.0105019389, 2.5805800049;SUMIKA POLYMER COMPOUNDS France SA
Dichlorométhane (DCM - chlorure de méthylène);86698;;065.01819;;TREDI
Hydroflurocarbures (HFC);102760;48.9999999987, 2.66667000841;065.01831;48.9999999987, 2.66667000841;TRIADE ELECTRONIQUE
Protoxyde d'azote (N2O);259500;48.9833000006, 2.61667000996;065.01842;48.9833000006, 2.61667000996;GDE NÃ®mes
Hydrochlorofluorocarbures (HCFC);1361;48.6250068111, 2.59602573379;065.01864;48.6250068111, 2.59602573379;VALORIDEC
Composés organiques volatils non méthaniques (COVNM);269600;48.3902337047, 2.96025506825;065.01923;48.3902337047, 2.96025506825;DURAVIT
Thallium et ses composés;235161,84;48.3902337047, 2.96025506825;065.01928;48.3902337047, 2.96025506825;ISRI France (USINE 2)
Hydrochlorofluorocarbures (HCFC);663474,6;48.3902337047, 2.96025506825;065.01929;48.3902337047, 2.96025506825;CERNAY ENVIRONNEMENT
Dioxines et furanes (PCDD + PCDF) (exprimés en iTeq);20715177,45;48.3666999958, 3.05000000311;065.01936;48.3666999958, 3.05000000311;SYLUMIS SEAE
Particules de taille inférieure à  10 Âµm (PM10);959523;48.3785767565, 2.86058805613;065.01945;48.3785767565, 2.86058805613;AFM Recyclage
CO2 Total (CO2 d'origine biomasse et non biomasse);176200;48.3902337047, 2.96025506825;065.01948;48.3902337047, 2.96025506825;TANNERIES PECHDO
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);2167641,2;48.6042716652, 2.65069553762;065.01956;48.6042716652, 2.65069553762;13310
Thallium et ses composés;4282367,52;49.0173380884, 2.82165978343;065.01966;49.0173380884, 2.82165978343;SOGEAT
Méthane (CH4);3692000,022;49.0204126728, 2.81465188459;065.01973;49.0204126728, 2.81465188459;SEVIA
Chrome et ses composés (Cr);134,09;48.6074939276, 2.89050664394;065.01999;48.6074939276, 2.89050664394;paprec sud ouest
CO2 Total d'origine non biomasse uniquement;568139,1;48.5832999961, 3.10000000694;065.02055;48.5832999961, 3.10000000694;LOGIDIS COMPTOIRS MODERNES
CO2 Total (CO2 d'origine biomasse et non biomasse);10200;48.2672332577, 2.68608057687;065.02108;48.2672332577, 2.68608057687;biogaz du grand auch
CO2 Total (CO2 d'origine biomasse et non biomasse);482500;48.9173257261, 2.60039035594;065.02229;48.9173257261, 2.60039035594;72406
Cuivre et ses composés (Cu);241;48.7986899574, 2.60493180257;065.02284;48.7986899574, 2.60493180257;Site de Chammes
CO2 Total (CO2 d'origine biomasse et non biomasse);2523900;48.5590128495, 3.2927220578;065.02368;48.5590128495, 3.2927220578;ONDULYS Lille
CO2 Total (CO2 d'origine biomasse et non biomasse);8276000000;48.5183208225, 2.66790644207;065.02414;48.5183208225, 2.66790644207;CELVIA SERENT
Tétrachloroéthylène (PER - perchloroéthylène);800400,113;48.8691529227, 2.67250027533;065.02601;48.8691529227, 2.67250027533;PEP CASSERIE
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);5741335,75;48.8744238322, 2.67522310485;065.02612;48.8744238322, 2.67522310485;ROMI (QUIMPER)
CO2 Total d'origine non biomasse uniquement;1666100;48.181786167, 2.72078065971;065.02739;48.181786167, 2.72078065971;LINDE FRANCE
Composés organiques volatils non méthaniques (COVNM);478830;48.9592455032, 2.95991064638;065.02851;48.9592455032, 2.95991064638;ERASTEEL COMMENTRY
Chlore et composés inorganiques (HCl);8484221;48.8727463767, 2.65152236116;065.02878;48.8727463767, 2.65152236116;ALL'CHEM
Composés organiques volatils non méthaniques (COVNM);79300;48.7147233233, 3.10424462571;065.02906;48.7147233233, 3.10424462571;AMIS
CO2 Total (CO2 d'origine biomasse et non biomasse);2694874,619;48.5208145285, 2.67303756485;065.02951;48.5208145285, 2.67303756485;COFELY CAMPUS INDUSTRIEL CHALON
Méthane (CH4);208000;48.9292914285, 2.60263344056;065.03069;48.9292914285, 2.60263344056;e2v semiconductors sas
Composés organiques volatils non méthaniques (COVNM);5478210;48.8566281462, 1.87205718683;065.03162;48.8566281462, 1.87205718683;INTEROVO AVICOLE FRANCE
Hydroflurocarbures (HFC);6806;48.7990776531, 2.03659135261;065.03167;48.7990776531, 2.03659135261;Usine d'incinÃ©ration des ordures mÃ©nagÃ¨res au SITOM Nord IsÃ¨re
Hydroflurocarbures (HFC);115;48.8012813452, 2.02639337102;065.03168;48.8012813452, 2.02639337102;SCEA de Monceville
Zinc et ses composés (Zn);1179622,975;49.0359177537, 1.57750177373;065.03170;49.0359177537, 1.57750177373;PRAXY CENTRE (CENTRE DE TRI)
Acide fluorhydrique (flurorure d'hydrogène);4,44;48.7791625393, 2.12978955428;065.03177;48.7791625393, 2.12978955428;SITA CENTRE EST
Thallium et ses composés;2383859,98;48.9332999973, 2.05000001174;065.03183;48.9332999973, 2.05000001174;AUTUSSE et Fils SARL
Mercure et ses composés (Hg);1163989,68;48.9166999974, 2.18333001028;065.03198;48.9166999974, 2.18333001028;SYMPTTOM de Monistrol sur Loire
Trichloroéthylène (TRI);15150,00701;48.9698885741, 2.03563171069;065.03207;48.9698885741, 2.03563171069;SCEA RIOU
CO2 Total (CO2 d'origine biomasse et non biomasse);708000;48.8261914914, 2.12723303413;065.03218;48.8261914914, 2.12723303413;SABCOR
CO2 Total (CO2 d'origine biomasse et non biomasse);256800;48.7695787354, 2.08226430876;065.03227;48.7695787354, 2.08226430876;GAEC DES ROSES
Composés organiques volatils non méthaniques (COVNM);74400;48.7377417739, 1.91553436899;065.03232;48.7377417739, 1.91553436899;TYCO ELECTRONICS (ex AMP FRANCE)
Composés organiques volatils non méthaniques (COVNM);38500;48.7398644911, 1.9229492236;065.03234;48.7398644911, 1.9229492236;SBA SociÃ©tÃ© Bisontine d'Abattage
Composés organiques volatils non méthaniques (COVNM);125200;49.0126012034, 2.08683309233;065.03241;49.0126012034, 2.08683309233;AUBERT et DUVAL
CO2 Total d'origine biomasse uniquement;1090021,867;48.9332999972, 1.76667000419;065.03273;48.9332999972, 1.76667000419;AREVA NP Usine de Chalon Saint Marcel
CO2 Total d'origine biomasse uniquement;13405515,1;48.987844855, 1.81050873741;065.03289;48.987844855, 1.81050873741;REVIVAL
Méthane (CH4);6931803;48.9877779627, 1.79357727524;065.03296;48.9877779627, 1.79357727524;EDWARDS
Trichloroéthylène (TRI);3006,89848;48.7393808481, 2.04073351845;065.03333;48.7393808481, 2.04073351845;SAS LICHOU
CO2 Total (CO2 d'origine biomasse et non biomasse);267490;48.9891258613, 1.71443023844;065.03344;48.9891258613, 1.71443023844;GAEC PAPE
Dichlorométhane (DCM - chlorure de méthylène);499052,615;48.9920450489, 1.68387344751;065.03345;48.9920450489, 1.68387344751;KNAUF INDUSTRIES
CO2 Total d'origine non biomasse uniquement;918100;48.9932415307, 1.68708278038;065.03349;48.9932415307, 1.68708278038;SAS SociÃ©tÃ© Bellegardienne d'Abattage
Etain et ses composés (Sn);8000,000001;48.9814713373, 1.71369530522;065.03355;48.9814713373, 1.71369530522;BREHERET (SAS) couvoir de la MÃ©sangÃ¨re
Tétrachloroéthylène (PER - perchloroéthylène);5190;48.9628245911, 1.80619119788;065.03378;48.9628245911, 1.80619119788;GUITTON (EARL)
Hydrochlorofluorocarbures (HCFC);47310;48.9667000026, 1.9333300084;065.03402;48.9667000026, 1.9333300084;SCEA CHAUDEVILLE
CO2 Total (CO2 d'origine biomasse et non biomasse);158700;48.9834655611, 1.90368559241;065.03406;48.9834655611, 1.90368559241;EARL BOCENO JP ET S
Hydroflurocarbures (HFC);2284;48.8281855185, 1.96215688889;065.03431;48.8281855185, 1.96215688889;SARL MARCEL FAVREAU
Composés organiques volatils non méthaniques (COVNM);8496568,98;48.935600478, 2.04505273775;065.03449;48.935600478, 2.04505273775;FINORGA
Composés organiques volatils non méthaniques (COVNM);41700;48.9287604114, 2.044641238;065.03451;48.9287604114, 2.044641238;GROSFILLEX- SITE DE MONTREAL LA CLUSE BÃ¢timent 1
Nickel et ses composés (Ni);58614519;49.0500000013, 1.76667000431;065.03464;49.0500000013, 1.76667000431;SITA CENTRE EST
CO2 Total d'origine non biomasse uniquement;6815137,12;49.0500000013, 1.76667000431;065.03465;49.0500000013, 1.76667000431;EARL LE PARC
CO2 Total (CO2 d'origine biomasse et non biomasse);201500;48.8920330974, 2.06861026895;065.03493;48.8920330974, 2.06861026895;COLLECTOIL
CO2 Total d'origine non biomasse uniquement;2501000;48.9761939662, 1.53923781781;065.03496;48.9761939662, 1.53923781781;USINE D'INCINERATION DES ORDURES MENAGERES
CO2 Total (CO2 d'origine biomasse et non biomasse);6514435,04;48.8499999991, 1.91667000307;065.03523;48.8499999991, 1.91667000307;SARL GARAGE DU COURSONNAIS
Composés organiques volatils non méthaniques (COVNM);104500;48.7767577834, 2.00165344121;065.03529;48.7767577834, 2.00165344121;EnrobÃ©s Alpins poste de IZEAUX
CO2 Total d'origine non biomasse uniquement;1068500;48.7876346614, 2.18027372782;065.03571;48.7876346614, 2.18027372782;RKW CASTELLETTA SAS
CO2 Total d'origine non biomasse uniquement;803600;48.8082194688, 2.14525396887;065.03580;48.8082194688, 2.14525396887;BUTY SERVICES
CO2 Total (CO2 d'origine biomasse et non biomasse);43600;48.5828890041, 2.08111781131;065.03600;48.5828890041, 2.08111781131;EARL MENGUY
Crésol (mélange d'isomères);909385;;065.03762;;EUROMETAL DÃ©veloppement
Thallium et ses composés;172005,6;48.4375477335, 2.16371983133;065.03834;48.4375477335, 2.16371983133;ALGECO SITE D'ASSEMBLAGE
Hydroflurocarbures (HFC);5840;48.7000975081, 2.30475329938;065.03930;48.7000975081, 2.30475329938;EARL ELLEOUET MARINHEIRO
Hexafluorure de soufre (SF6);813450;48.566231096, 2.47466144876;065.03972;48.566231096, 2.47466144876;SITA CENTRE EST
CO2 Total (CO2 d'origine biomasse et non biomasse);58700;48.6446334733, 2.3347180737;065.04238;48.6446334733, 2.3347180737;SCEA DU COURTES LE BOURDONNEC
CO2 Total (CO2 d'origine biomasse et non biomasse);339900,0075;48.6522684182, 2.39616109235;065.04288;48.6522684182, 2.39616109235;INITIAL BTB
Dichlorométhane (DCM - chlorure de méthylène);6630;48.7297634567, 2.24312478106;065.04300;48.7297634567, 2.24312478106;CSDU
Tétrachloroéthylène (PER - perchloroéthylène);4500;48.5983660928, 2.43598776915;065.04407;48.5983660928, 2.43598776915;EARL AVI 3000
CO2 Total (CO2 d'origine biomasse et non biomasse);5548076,86;48.7272401803, 2.27395648717;065.04556;48.7272401803, 2.27395648717;DASSAULT AVIATION
Composés organiques volatils non méthaniques (COVNM);2114000;48.7015164807, 2.3369506256;065.04644;48.7015164807, 2.3369506256;LOEUL PIRIOT
CO2 Total (CO2 d'origine biomasse et non biomasse);125000;48.5965995382, 2.22809190493;065.04729;48.5965995382, 2.22809190493;Chaudronnerie BIEBER Usine II
Trichloroéthylène (TRI);14550;48.5887248261, 2.2186232946;065.04731;48.5887248261, 2.2186232946;SENSIENT FLAVORS STRASBOURG
CO2 Total (CO2 d'origine biomasse et non biomasse);392700;48.7166999952, 2.36666999929;065.04815;48.7166999952, 2.36666999929;SCA - PLF
CO2 Total (CO2 d'origine biomasse et non biomasse);16200;48.6833000002, 2.13333001024;065.04883;48.6833000002, 2.13333001024;SARL OPAL
Hydroflurocarbures (HFC);352;48.7308068679, 2.32563766121;065.05050;48.7308068679, 2.32563766121;SANITRA FOURRIER THURE
Chloroforme (trichlorométhane);718390;48.5514205186, 2.36693529354;065.05094;48.5514205186, 2.36693529354;GDE TOURLAVILLE
CO2 Total d'origine non biomasse uniquement;275200;48.6995008207, 2.41711261776;065.05130;48.6995008207, 2.41711261776;ECONOTRE
CO2 Total d'origine non biomasse uniquement;1693284,172;48.6667000021, 2.21667000404;065.05185;48.6667000021, 2.21667000404;DE Canjuers
Dichlorométhane (DCM - chlorure de méthylène);23650;48.6626756008, 2.29351706594;065.05195;48.6626756008, 2.29351706594;CENTRALE ENERGIE DECHETS DE LIMOGES METROPOLE
CO2 Total (CO2 d'origine biomasse et non biomasse);256100;48.6578353531, 2.37365694812;065.05237;48.6578353531, 2.37365694812;ATI
Hydroflurocarbures (HFC);124;48.7319158087, 2.31950445182;065.05248;48.7319158087, 2.31950445182;MAGRE 1 - 2 - 3
Composés organiques volatils non méthaniques (COVNM);2439000;48.6666999953, 2.1166700022;065.05306;48.6666999953, 2.1166700022;SAS CARRIERES DE FEYTIAT
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);3152600;48.6757799185, 2.17738074092;065.05307;48.6757799185, 2.17738074092;Ain RhÃ´ne Granulats (ARG) ISDI
CO2 Total d'origine biomasse uniquement;5038673,33;48.9500000029, 2.25000000428;065.05345;48.9500000029, 2.25000000428;INTEROR
Tétrachloroéthylène (PER - perchloroéthylène);2910;48.9501827544, 2.2197812241;065.05360;48.9501827544, 2.2197812241;CARRIERE OMYA S.A.S
Composés organiques volatils non méthaniques (COVNM);206317;48.9500000029, 2.25000000428;065.05421;48.9500000029, 2.25000000428;MORIANO SARL
Composés organiques volatils non méthaniques (COVNM);1873500;49.021003736, 2.18825505239;065.05451;49.021003736, 2.18825505239;HÃ´pital de la conception
CO2 Total (CO2 d'origine biomasse et non biomasse);552300;48.9666731474, 2.21055945713;065.05584;48.9666731474, 2.21055945713;VALMONT FRANCE
CO2 Total d'origine non biomasse uniquement;95000;48.9756724364, 2.3991776352;065.05696;48.9756724364, 2.3991776352;PIEC'AUTO 34 LERO
Composés organiques volatils non méthaniques (COVNM);3819000;49.1436693908, 1.98040634767;065.05836;49.1436693908, 1.98040634767;FRANCEAGRIMER
Composés organiques volatils non méthaniques (COVNM);2398700;49.1546738425, 1.85407985194;065.05910;49.1546738425, 1.85407985194;CHATEAUNEUF CUIRS
Méthanol (alcool méthylique);105;49.0603270569, 2.06576050845;065.05916;49.0603270569, 2.06576050845;GAEC BrunetiÃ¨re
Fluor et ses composés (F);140365;49.0301363092, 2.40350662822;065.05936;49.0301363092, 2.40350662822;SAS TRANS METAL
Chlorométhane (chlorure de méthyle);432;49.0129542147, 2.14010843404;065.05957;49.0129542147, 2.14010843404;LAFARGE GRANULATS FRANCE
CO2 Total d'origine biomasse uniquement;3157000;49.027213826, 2.40700113799;065.05963;49.027213826, 2.40700113799;LEGRAND
CO2 Total (CO2 d'origine biomasse et non biomasse);3143971;49.0076019388, 2.53810000492;065.05997;49.0076019388, 2.53810000492;Griamud FrÃ¨res SÃ©lection
CO2 Total d'origine biomasse uniquement;4443794,2;49.0499999983, 2.11667000987;065.06043;49.0499999983, 2.11667000987;SUD MOTEURS (ex AtProvx RÃ©p Naval)
Cobalt et ses composés (Co);6,18;49.0428468544, 2.10747525507;065.06103;49.0428468544, 2.10747525507;CSDU de Fauillet
Trichloroéthylène (TRI);12038,00156;49.0428468544, 2.10747525507;065.06111;49.0428468544, 2.10747525507;MatÃ©riel Ferrovaire d'ArbÃ©rats
Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2);7378704;49.0300216209, 2.1158644839;065.06112;49.0300216209, 2.1158644839;Keolis Bordeaux MÃ©tropole
CO2 Total d'origine non biomasse uniquement;2257700;;065.06138;;Hg industries
CO2 Total d'origine biomasse uniquement;3371876,491;49.0000000002, 2.38333001113;065.06146;49.0000000002, 2.38333001113;CNIM BrÃ©gaillon
Acide fluorhydrique (flurorure d'hydrogène);21,1;49.0257473322, 1.87272156906;065.06155;49.0257473322, 1.87272156906;AVERY DENNISON MATERIALS France
Composés organiques volatils non méthaniques (COVNM);735000;49.027506675, 2.19308743671;065.06166;49.027506675, 2.19308743671;Bobst Lyon
Acide fluorhydrique (flurorure d'hydrogène);8,5;49.0988267235, 1.97026772749;065.06188;49.0988267235, 1.97026772749;LUNDIN INTERNATIONAL
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);3018500;48.8426028966, 2.37329735791;065.06233;48.8426028966, 2.37329735791;Fromageries PERREAULT
CO2 Total (CO2 d'origine biomasse et non biomasse);1516700;48.8502006761, 2.28581790116;065.06240;48.8502006761, 2.28581790116;SARL AUTO PIECE BURGUIERE
Nickel et ses composés (Ni);7565968,41;48.8247643656, 2.25846988169;065.06259;48.8247643656, 2.25846988169;MIDI CONCASSAGE
CO2 Total (CO2 d'origine biomasse et non biomasse);4309253;48.8915632751, 2.25827293873;065.06270;48.8915632751, 2.25827293873;Ets POUCHARD & Cie
CO2 Total (CO2 d'origine biomasse et non biomasse);281900;48.8961047474, 2.25275193884;065.06271;48.8961047474, 2.25275193884;GLOBAL SWITCH
Hydroflurocarbures (HFC);1180,7;48.9086019338, 2.23647000502;065.06274;48.9086019338, 2.23647000502;TUBAZUR
CO2 Total (CO2 d'origine biomasse et non biomasse);333477,2;48.9333000011, 2.30000000958;065.06277;48.9333000011, 2.30000000958;EARL LE ROUX FrÃ¨res
CO2 Total (CO2 d'origine biomasse et non biomasse);3777200;48.9367669337, 2.25946430095;065.06282;48.9367669337, 2.25946430095;SARL POULMARCh
