NOM_POLLUANT;QUANTITE;COORDONNEE;IDENTIFIANT;COORDONNEE;NOM_DEPARTEMENT
CO2 Total d'origine non biomasse uniquement;1137600;32.0087887535, -0.698993308268;069.00014;32.0087887535, -0.698993308268;BAS-RHIN
Hydroflurocarbures (HFC);270;32.0087887535, -0.698993308268;069.00022;32.0087887535, -0.698993308268;MOSELLE
Hydrazine;791,9;32.0087887535, -0.698993308268;069.00024;32.0087887535, -0.698993308268;VOSGES
Hydrochlorofluorocarbures (HCFC);3934661,2;32.0087887535, -0.698993308268;069.00025;32.0087887535, -0.698993308268;BAS-RHIN
Chlore et composés inorganiques (HCl);235960;32.0087887535, -0.698993308268;069.00026;32.0087887535, -0.698993308268;MEURTHE-ET-MOSELLE
Chlore et composés inorganiques (HCl);44800;32.0087887535, -0.698993308268;069.00027;32.0087887535, -0.698993308268;ARDENNES
Chlore et composés inorganiques (HCl);385531,8;32.0087887535, -0.698993308268;069.00028;32.0087887535, -0.698993308268;MEUSE
Ammoniac (NH3);39300;46.2183883584, 4.52107974953;069.00053;46.2183883584, 4.52107974953;MEUSE
CO2 Total d'origine biomasse uniquement;2268200;31.9904300685, -0.19141937218;069.00224;31.9904300685, -0.19141937218;BAS-RHIN
CO2 Total d'origine non biomasse uniquement;8983205,06;43.2339262606, 3.31313993431;069.00399;43.2339262606, 3.31313993431;VOSGES
Chlore et composés inorganiques (HCl);36800;32.0087887535, -0.698993308268;069.00447;32.0087887535, -0.698993308268;MOSELLE
CO2 Total d'origine non biomasse uniquement;5874059,4;41.6197336911, 3.52596284262;069.00568;41.6197336911, 3.52596284262;MEURTHE-ET-MOSELLE
Fluor et ses composés (F);416350;50.4313753, 3.16782347388;070.00034;50.4313753, 3.16782347388;MEURTHE-ET-MOSELLE
Composés organiques volatils non méthaniques (COVNM);75300;50.3147322004, 3.4565090926;070.00077;50.3147322004, 3.4565090926;BAS-RHIN
Fluor et ses composés (F);3880;50.5022525591, 2.44803051189;070.00172;50.5022525591, 2.44803051189;BAS-RHIN
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);12424033,78;50.5800020118, 1.6100000054;070.00190;50.5800020118, 1.6100000054;NIEVRE
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);176000;50.3511988578, 3.54245904789;070.00223;50.3511988578, 3.54245904789;SAONE-ET-LOIRE
Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2);3728900;51.0300207846, 2.29026852716;070.00438;51.0300207846, 2.29026852716;SAONE-ET-LOIRE
CO2 Total (CO2 d'origine biomasse et non biomasse);12754704,44;50.3083271479, 3.24415613959;070.00442;50.3083271479, 3.24415613959;SAONE-ET-LOIRE
Composés organiques volatils non méthaniques (COVNM);36700;50.4918271818, 2.85998447514;070.00451;50.4918271818, 2.85998447514;NIEVRE
Chlore;19,8;50.4195455921, 2.94598181547;070.00453;50.4195455921, 2.94598181547;COTE-D'OR
Méthane (CH4);230000;50.1316225133, 3.16783585268;070.00458;50.1316225133, 3.16783585268;SAONE-ET-LOIRE
CO2 Total d'origine biomasse uniquement;2359600;50.4670733323, 1.76607385647;070.00460;50.4670733323, 1.76607385647;HAUTE-SAONE
CO2 Total d'origine biomasse uniquement;14500200;50.3413537112, 3.16518704848;070.00461;50.3413537112, 3.16518704848;MARTINIQUE
CO2 Total (CO2 d'origine biomasse et non biomasse);29339273,95;50.4484725826, 2.64843075174;070.00463;50.4484725826, 2.64843075174;MARTINIQUE
CO2 Total (CO2 d'origine biomasse et non biomasse);28800;50.3185639847, 3.44758904547;070.00466;50.3185639847, 3.44758904547;MARTINIQUE
Zinc et ses composés (Zn);3775;50.3264286885, 3.38608560352;070.00469;50.3264286885, 3.38608560352;YONNE
Composés organiques volatils non méthaniques (COVNM);2350140;50.5281019177, 2.64297190202;070.00473;50.5281019177, 2.64297190202;YONNE
CO2 Total (CO2 d'origine biomasse et non biomasse);18936172,55;50.9866354136, 2.15823976519;070.00481;50.9866354136, 2.15823976519;SEINE-ET-MARNE
Chlorométhane (chlorure de méthyle);3342445,6;50.2999317454, 2.80162738562;070.00483;50.2999317454, 2.80162738562;OISE
Composés organiques volatils non méthaniques (COVNM);139000;50.553602011, 2.97949000488;070.00487;50.553602011, 2.97949000488;SEINE-ET-MARNE
CO2 Total d'origine non biomasse uniquement;1315400;50.70548857, 2.34568639701;070.00492;50.70548857, 2.34568639701;OISE
Composés organiques volatils non méthaniques (COVNM);945800;50.4683489585, 2.58810727969;070.00499;50.4683489585, 2.58810727969;AISNE
Poussières totales (TSP);86960397,83;50.2832999992, 3.31667001156;070.00504;50.2832999992, 3.31667001156;YVELINES
Composés organiques volatils non méthaniques (COVNM);363622,7;50.30454384, 3.42802196476;070.00507;50.30454384, 3.42802196476;SEINE-ET-MARNE
CO2 Total d'origine non biomasse uniquement;10346096,86;50.9859194627, 2.12483468387;070.00508;50.9859194627, 2.12483468387;SEINE-ET-MARNE
Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2);8100455;51.0431381202, 2.29421714624;070.00509;51.0431381202, 2.29421714624;EURE-ET-LOIR
Composés organiques volatils non méthaniques (COVNM);418200;50.5673614979, 3.13197633629;070.00520;50.5673614979, 3.13197633629;EURE-ET-LOIR
Composés organiques volatils non méthaniques (COVNM);195200;50.3863932586, 3.47587454262;070.00522;50.3863932586, 3.47587454262;COTE-D'OR
CO2 Total (CO2 d'origine biomasse et non biomasse);101450,1;51.0007377075, 2.21801943841;070.00527;51.0007377075, 2.21801943841;SAVOIE
Vanadium et ses composés;29582842,24;50.9461275372, 1.83858277625;070.00534;50.9461275372, 1.83858277625;JURA
Dioxines et furanes (PCDD + PCDF) (exprimés en iTeq);680180,24;50.4306690284, 2.82359798468;070.00535;50.4306690284, 2.82359798468;MAINE-ET-LOIRE
CO2 Total d'origine non biomasse uniquement;1951354;50.8134059139, 2.5760184937;070.00540;50.8134059139, 2.5760184937;ARIEGE
Méthane (CH4);945348;50.5071062682, 2.47465823803;070.00542;50.5071062682, 2.47465823803;ARIEGE
CO2 Total d'origine biomasse uniquement;2631928012;50.2768019989, 3.99394000448;070.00554;50.2768019989, 3.99394000448;TARN
CO2 Total d'origine non biomasse uniquement;612000;50.7058049051, 3.17130141426;070.00574;50.7058049051, 3.17130141426;LOIRE-ATLANTIQUE
Hydroflurocarbures (HFC);109756;51.0289402107, 2.37150105774;070.00581;51.0289402107, 2.37150105774;HAUTES-PYRENEES
Méthanol (alcool méthylique);185;50.6122063337, 3.18762065473;070.00585;50.6122063337, 3.18762065473;GIRONDE
Composés organiques volatils non méthaniques (COVNM);42300;50.3346443775, 3.04870560171;070.00587;50.3346443775, 3.04870560171;AUDE
CO2 Total d'origine non biomasse uniquement;40627811,4;51.0289402107, 2.37150105774;070.00588;51.0289402107, 2.37150105774;HAUTE-CORSE
CO2 Total (CO2 d'origine biomasse et non biomasse);3114428;50.4907755317, 2.87090116257;070.00589;50.4907755317, 2.87090116257;ILLE-ET-VILAINE
Composés organiques volatils non méthaniques (COVNM);1000000;50.704407998, 2.83928707555;070.00597;50.704407998, 2.83928707555;SOMME
Hydroflurocarbures (HFC);1926153,93;50.3792054907, 3.08972326094;070.00607;50.3792054907, 3.08972326094;MEURTHE-ET-MOSELLE
Zinc et ses composés (Zn);23430;50.3706510705, 3.50381945;070.00612;50.3706510705, 3.50381945;COTES-D'ARMOR
Composés organiques volatils non méthaniques (COVNM);171400;50.7664183014, 3.08930212549;070.00618;50.7664183014, 3.08930212549;HERAULT
Chlorure de vinyle (chloroéthylène - monochlorure de vinyle - CVM));1499705;50.4716170797, 2.71397374765;070.00620;50.4716170797, 2.71397374765;DOUBS
Cadmium et ses composés (Cd);19468298;50.7300846864, 2.29922769164;070.00621;50.7300846864, 2.29922769164;HAUTES-PYRENEES
Composés organiques volatils non méthaniques (COVNM);1260200;50.2046579072, 3.83541687806;070.00631;50.2046579072, 3.83541687806;HAUTES-PYRENEES
CO2 Total d'origine non biomasse uniquement;1111008,95;50.379481401, 3.56845470826;070.00632;50.379481401, 3.56845470826;DOUBS
Chrome et ses composés (Cr);2263391,413;51.010621711, 2.15499831232;070.00635;51.010621711, 2.15499831232;PAS-DE-CALAIS
Composés organiques volatils non méthaniques (COVNM);1221000;50.512874744, 1.63725935971;070.00636;50.512874744, 1.63725935971;MAYENNE
CO2 Total d'origine non biomasse uniquement;206100;51.0508351555, 2.44471945575;070.00637;51.0508351555, 2.44471945575;CHARENTE-MARITIME
Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2);1413555,97;50.9461275372, 1.83858277625;070.00640;50.9461275372, 1.83858277625;AISNE
CO2 Total (CO2 d'origine biomasse et non biomasse);1942200;50.2046021691, 2.75456062806;070.00656;50.2046021691, 2.75456062806;SOMME
CO2 Total (CO2 d'origine biomasse et non biomasse);33800;50.873650228, 1.97881916325;070.00657;50.873650228, 1.97881916325;ARDENNES
CO2 Total d'origine non biomasse uniquement;11693550;50.1927010644, 3.25815849097;070.00658;50.1927010644, 3.25815849097;ARDENNES
CO2 Total (CO2 d'origine biomasse et non biomasse);535675,3;50.5293475564, 2.71471745225;070.00661;50.5293475564, 2.71471745225;ARDENNES
Thallium et ses composés;26940602,31;50.6933363458, 2.4026752423;070.00662;50.6933363458, 2.4026752423;INDRE
Protoxyde d'azote (N2O);71255805,47;50.3742849497, 3.34020265574;070.00663;50.3742849497, 3.34020265574;MOSELLE
Hydroflurocarbures (HFC);340;50.6104585697, 2.98213961148;070.00669;50.6104585697, 2.98213961148;HAUT-RHIN
Composés organiques volatils non méthaniques (COVNM);39700;51.0387020317, 2.35559000515;070.00672;51.0387020317, 2.35559000515;HAUTE-SAONE
Antimoine et ses composés (Sb);3294759,61;51.0508351555, 2.44471945575;070.00673;51.0508351555, 2.44471945575;BOUCHES-DU-RHONE
Composés organiques volatils non méthaniques (COVNM);447500;50.4254787534, 3.66013071721;070.00681;50.4254787534, 3.66013071721;CHER
CO2 Total (CO2 d'origine biomasse et non biomasse);106600;50.2480741152, 3.91152031399;070.00688;50.2480741152, 3.91152031399;NORD
Méthane (CH4);1337000;50.3302019773, 3.60102408039;070.00697;50.3302019773, 3.60102408039;ALLIER
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);1664439,6;50.5271719397, 2.56568499956;070.00699;50.5271719397, 2.56568499956;CHARENTE
Composés organiques volatils non méthaniques (COVNM);1726700;50.4595722273, 3.28520587221;070.00704;50.4595722273, 3.28520587221;CHER
Chlore;28400,009;50.4374421942, 2.61217282798;070.00705;50.4374421942, 2.61217282798;PAS-DE-CALAIS
Composés organiques volatils non méthaniques (COVNM);627951;50.1038318088, 3.56383165819;070.00711;50.1038318088, 3.56383165819;MAINE-ET-LOIRE
Plomb et ses composés (Pb);21319844,28;51.0155312591, 2.28463995091;070.00720;51.0155312591, 2.28463995091;ISERE
CO2 Total (CO2 d'origine biomasse et non biomasse);19858;50.3713670057, 2.03571724309;070.00721;50.3713670057, 2.03571724309;LOT-ET-GARONNE
Composés organiques volatils non méthaniques (COVNM);1405000;50.1370110941, 3.33222295913;070.00726;50.1370110941, 3.33222295913;ALPES-DE-HAUTE-PROVENCE
Hydrochlorofluorocarbures (HCFC);9785724,01;50.3792054907, 3.08972326094;070.00727;50.3792054907, 3.08972326094;HAUTE-CORSE
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);3114114;50.6652314456, 3.05059012165;070.00733;50.6652314456, 3.05059012165;ALLIER
CO2 Total d'origine non biomasse uniquement;14777000;51.000444561, 2.32510630102;070.00742;51.000444561, 2.32510630102;CORSE-DU-SUD
CO2 Total d'origine non biomasse uniquement;397018,28;50.7712020205, 3.08471000486;070.00745;50.7712020205, 3.08471000486;COTES-D'ARMOR
CO2 Total (CO2 d'origine biomasse et non biomasse);209036;50.6263882712, 3.00775728281;070.00749;50.6263882712, 3.00775728281;CALVADOS
CO2 Total (CO2 d'origine biomasse et non biomasse);9380486,8;50.4300020055, 2.8900000049;070.00750;50.4300020055, 2.8900000049;LOT
CO2 Total (CO2 d'origine biomasse et non biomasse);124100;50.7014071775, 3.21635376355;070.00752;50.7014071775, 3.21635376355;INDRE
CO2 Total (CO2 d'origine biomasse et non biomasse);378100;50.6910373015, 3.19286965441;070.00753;50.6910373015, 3.19286965441;LANDES
Fluor et ses composés (F);642;50.3969020041, 3.07782000483;070.00758;50.3969020041, 3.07782000483;PAS-DE-CALAIS
Chlore et composés inorganiques (HCl);23977309,2;50.2894118048, 4.04032987218;070.00761;50.2894118048, 4.04032987218;TARN
Composés organiques volatils non méthaniques (COVNM);4702100;50.3411020017, 3.58915000463;070.00762;50.3411020017, 3.58915000463;AUDE
Composés organiques volatils non méthaniques (COVNM);42300;51.0369993063, 2.34874189341;070.00771;51.0369993063, 2.34874189341;AIN
Composés organiques volatils non méthaniques (COVNM);295500;50.6925849026, 3.1862471849;070.00773;50.6925849026, 3.1862471849;MEURTHE-ET-MOSELLE
Protoxyde d'azote (N2O);17157880;50.4716170797, 2.71397374765;070.00778;50.4716170797, 2.71397374765;COTES-D'ARMOR
Composés organiques volatils non méthaniques (COVNM);223000;50.4362449012, 3.39505352783;070.00783;50.4362449012, 3.39505352783;MEURTHE-ET-MOSELLE
Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2);34661307,13;50.7077278517, 2.1194793118;070.00785;50.7077278517, 2.1194793118;FINISTERE
Hydrochlorofluorocarbures (HCFC);968150,716;50.3976716259, 2.93087868899;070.00789;50.3976716259, 2.93087868899;GERS
CO2 Total (CO2 d'origine biomasse et non biomasse);61373785,7;51.0007377075, 2.21801943841;070.00794;51.0007377075, 2.21801943841;PYRENEES-ATLANTIQUES
CO2 Total d'origine non biomasse uniquement;6819300;50.3000019997, 2.80000000492;070.00800;50.3000019997, 2.80000000492;MORBIHAN
Fluor et ses composés (F);2442694,88;50.4456292506, 2.90657506613;070.00801;50.4456292506, 2.90657506613;CANTAL
CO2 Total d'origine non biomasse uniquement;30000;50.7245020184, 2.74297000498;070.00803;50.7245020184, 2.74297000498;BAS-RHIN
CO2 Total d'origine non biomasse uniquement;581500;51.0168164807, 2.15494711053;070.00809;51.0168164807, 2.15494711053;COTES-D'ARMOR
CO2 Total (CO2 d'origine biomasse et non biomasse);439900;50.4091932931, 2.8223510077;070.00814;50.4091932931, 2.8223510077;MORBIHAN
Naphthalène;5241880,847;50.9461275372, 1.83858277625;070.00825;50.9461275372, 1.83858277625;DORDOGNE
CO2 Total d'origine non biomasse uniquement;4762900;50.5201290417, 2.84589799057;070.00829;50.5201290417, 2.84589799057;HERAULT
Hydroflurocarbures (HFC);734,69;50.3623346145, 3.53157271339;070.00830;50.3623346145, 3.53157271339;ALPES-DE-HAUTE-PROVENCE
Manganèse et ses composés (Mn);15319,4;50.704442321, 1.5972139747;070.00837;50.704442321, 1.5972139747;LOT-ET-GARONNE
Composés organiques volatils non méthaniques (COVNM);1671000;50.4751114158, 2.66546717569;070.00838;50.4751114158, 2.66546717569;HAUTE-CORSE
Dioxines et furanes (PCDD + PCDF) (exprimés en iTeq);5257197,04;50.3295749235, 3.48832621632;070.00851;50.3295749235, 3.48832621632;COTE-D'OR
CO2 Total (CO2 d'origine biomasse et non biomasse);1724300;50.7159086774, 1.59914893467;070.00853;50.7159086774, 1.59914893467;RHONE
Composés organiques volatils non méthaniques (COVNM);581288,45;50.9492971888, 1.91492703283;070.00859;50.9492971888, 1.91492703283;PYRENEES-ATLANTIQUES
CO2 Total (CO2 d'origine biomasse et non biomasse);298503;50.3623346145, 3.53157271339;070.00861;50.3623346145, 3.53157271339;LOIRE-ATLANTIQUE
CO2 Total d'origine non biomasse uniquement;283200;50.9300020271, 2.08000000525;070.00866;50.9300020271, 2.08000000525;VENDEE
Composés organiques volatils non méthaniques (COVNM);109000;50.7247752171, 1.60314375669;070.00869;50.7247752171, 1.60314375669;SOMME
Monoxyde de carbone (CO);15523300;50.4199986812, 2.76877922004;070.00873;50.4199986812, 2.76877922004;MAINE-ET-LOIRE
CO2 Total (CO2 d'origine biomasse et non biomasse);31148056,2;50.813702022, 1.78231500535;070.00874;50.813702022, 1.78231500535;LOIRE
Chlore;2840;50.433830287, 2.85156991159;070.00883;50.433830287, 2.85156991159;AIN
Composés organiques volatils non méthaniques (COVNM);1154000;50.4803364442, 2.54411501377;070.00893;50.4803364442, 2.54411501377;HAUT-RHIN
Vanadium et ses composés;2,408;50.3484102303, 3.55404735331;070.00895;50.3484102303, 3.55404735331;CHARENTE-MARITIME
CO2 Total d'origine non biomasse uniquement;137800;50.5500982982, 3.0292368362;070.00904;50.5500982982, 3.0292368362;DOUBS
Composés organiques volatils non méthaniques (COVNM);185300;50.2823205059, 3.10450858227;070.00917;50.2823205059, 3.10450858227;ARIEGE
Mercure et ses composés (Hg);95307058,18;51.0007377075, 2.21801943841;070.00918;51.0007377075, 2.21801943841;HAUTE-SAONE
Composés organiques volatils non méthaniques (COVNM);128300;50.9356126629, 2.44406860781;070.00923;50.9356126629, 2.44406860781;SOMME
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);20058400;50.5617325168, 2.49644045022;070.00936;50.5617325168, 2.49644045022;MEURTHE-ET-MOSELLE
Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2);5256434;50.4670733323, 1.76607385647;070.00938;50.4670733323, 1.76607385647;HERAULT
Composés organiques volatils non méthaniques (COVNM);1980000;50.4195455921, 2.94598181547;070.00939;50.4195455921, 2.94598181547;BAS-RHIN
Méthane (CH4);1933000;50.515989064, 2.53909821558;070.00945;50.515989064, 2.53909821558;VENDEE
Vanadium et ses composés;195045,62;50.4501142586, 2.93290425958;070.00951;50.4501142586, 2.93290425958;GERS
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);3385718,2;51.0155312591, 2.28463995091;070.00955;51.0155312591, 2.28463995091;NORD
CO2 Total (CO2 d'origine biomasse et non biomasse);67900,1;50.6659146992, 1.8274087331;070.00958;50.6659146992, 1.8274087331;TARN
Composés organiques volatils non méthaniques (COVNM);40100;50.5716052174, 3.03327139462;070.00960;50.5716052174, 3.03327139462;HAUTE-GARONNE
CO2 Total (CO2 d'origine biomasse et non biomasse);13096000,05;51.0335071118, 2.25408158446;070.00962;51.0335071118, 2.25408158446;GERS
CO2 Total d'origine non biomasse uniquement;679900;50.1927010644, 3.25815849097;070.00973;50.1927010644, 3.25815849097;LOT
CO2 Total (CO2 d'origine biomasse et non biomasse);450300;50.9508560605, 1.9198816946;070.00976;50.9508560605, 1.9198816946;HAUTES-PYRENEES
CO2 Total (CO2 d'origine biomasse et non biomasse);270635;50.5302138099, 2.56930750503;070.00985;50.5302138099, 2.56930750503;GERS
CO2 Total d'origine non biomasse uniquement;9157500;50.767700589, 3.03247634853;070.00987;50.767700589, 3.03247634853;LOZERE
Composés organiques volatils non méthaniques (COVNM);2160001;50.6342466592, 3.03997859542;070.00992;50.6342466592, 3.03997859542;AUDE
CO2 Total (CO2 d'origine biomasse et non biomasse);23900;50.5198103371, 2.63078140634;070.00998;50.5198103371, 2.63078140634;HAUTES-PYRENEES
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);1402439,5;50.4500020064, 2.97200000487;070.00999;50.4500020064, 2.97200000487;TARN-ET-GARONNE
CO2 Total d'origine non biomasse uniquement;4421483,207;50.4200020051, 2.85000000491;070.01004;50.4200020051, 2.85000000491;GARD
CO2 Total (CO2 d'origine biomasse et non biomasse);593600;50.4475925869, 2.82569887287;070.01005;50.4475925869, 2.82569887287;HERAULT
CO2 Total (CO2 d'origine biomasse et non biomasse);71400;50.5801581406, 3.03286481631;070.01007;50.5801581406, 3.03286481631;TARN-ET-GARONNE
CO2 Total (CO2 d'origine biomasse et non biomasse);33500;50.666803534, 3.22359215949;070.01008;50.666803534, 3.22359215949;GARD
CO2 Total (CO2 d'origine biomasse et non biomasse);34700;50.3617201931, 3.36103706152;070.01019;50.3617201931, 3.36103706152;ARIEGE
Dichlorométhane (DCM - chlorure de méthylène);183200;50.3623346145, 3.53157271339;070.01025;50.3623346145, 3.53157271339;TARN
Zinc et ses composés (Zn);348871;50.2854127645, 3.31569862639;070.01026;50.2854127645, 3.31569862639;TARN
Composés organiques volatils non méthaniques (COVNM);1668659,8;50.6954625697, 2.12204641208;070.01030;50.6954625697, 2.12204641208;AVEYRON
CO2 Total (CO2 d'origine biomasse et non biomasse);7229434;51.0051488081, 2.36489147559;070.01046;51.0051488081, 2.36489147559;AUDE
CO2 Total (CO2 d'origine biomasse et non biomasse);2417390;50.2046021691, 2.75456062806;070.01051;50.2046021691, 2.75456062806;AVEYRON
CO2 Total d'origine non biomasse uniquement;6883178;50.2651337722, 3.33300291119;070.01055;50.2651337722, 3.33300291119;AUDE
Hydroflurocarbures (HFC);1003;50.5191423866, 3.115690873;070.01065;50.5191423866, 3.115690873;ARIEGE
CO2 Total (CO2 d'origine biomasse et non biomasse);26300;50.1965260951, 3.8094299197;070.01067;50.1965260951, 3.8094299197;GARD
Acide fluorhydrique (flurorure d'hydrogène);113,015;50.4385795752, 3.39277039084;070.01070;50.4385795752, 3.39277039084;TARN
Hydrochlorofluorocarbures (HCFC);2082;50.3263150009, 2.98102000486;070.01087;50.3263150009, 2.98102000486;GERS
Composés organiques volatils non méthaniques (COVNM);1418370;50.2981080275, 2.73583376255;070.01092;50.2981080275, 2.73583376255;AVEYRON
Composés organiques volatils non méthaniques (COVNM);1717200;50.3570305696, 2.46086716758;070.01104;50.3570305696, 2.46086716758;TARN-ET-GARONNE
Méthane (CH4);395000;51.0007377075, 2.21801943841;070.01118;51.0007377075, 2.21801943841;GERS
Chlorofluorocarbures (CFC);2725;51.0036402693, 2.32801522967;070.01125;51.0036402693, 2.32801522967;HAUTE-GARONNE
CO2 Total (CO2 d'origine biomasse et non biomasse);106980;50.6525048485, 1.80195110309;070.01152;50.6525048485, 1.80195110309;HAUTES-PYRENEES
Méthane (CH4);4981000;50.5894770937, 1.61634629787;070.01153;50.5894770937, 1.61634629787;ARIEGE
CO2 Total d'origine non biomasse uniquement;470000;50.3783293342, 2.01420616362;070.01157;50.3783293342, 2.01420616362;HERAULT
CO2 Total (CO2 d'origine biomasse et non biomasse);719400;50.6127422325, 3.03722329293;070.01170;50.6127422325, 3.03722329293;AVEYRON
Hydrochlorofluorocarbures (HCFC);7248;50.643602015, 3.00807000487;070.01174;50.643602015, 3.00807000487;ISERE
Hydrochlorofluorocarbures (HCFC);4402946,5;50.6716888363, 3.08119923988;070.01176;50.6716888363, 3.08119923988;CANTAL
Cobalt et ses composés (Co);6,9;50.775891382, 3.1236328278;070.01187;50.775891382, 3.1236328278;ARDECHE
Cadmium et ses composés (Cd);194;50.5219733157, 3.02108019581;070.01209;50.5219733157, 3.02108019581;SAVOIE
CO2 Total d'origine non biomasse uniquement;305000;50.6435568696, 3.11758483403;070.01213;50.6435568696, 3.11758483403;HAUTE-SAVOIE
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);3135000;50.6347719994, 3.07150994404;070.01214;50.6347719994, 3.07150994404;RHONE
Acide fluorhydrique (flurorure d'hydrogène);1825,5;50.2021956507, 3.81495186435;070.01225;50.2021956507, 3.81495186435;ARDECHE
Fluor et ses composés (F);550;50.1289405988, 3.6877687566;070.01231;50.1289405988, 3.6877687566;SOMME
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);54368017,98;51.0481329407, 2.32598500673;070.01279;51.0481329407, 2.32598500673;NORD
CO2 Total (CO2 d'origine biomasse et non biomasse);323100;50.7066462197, 2.22223928588;070.01304;50.7066462197, 2.22223928588;PAS-DE-CALAIS
Hydroflurocarbures (HFC);2128;50.2562567822, 3.93759938512;070.01318;50.2562567822, 3.93759938512;NORD
Hydroflurocarbures (HFC);1150;50.7351772575, 1.67432009723;070.01322;50.7351772575, 1.67432009723;AISNE
Hydroflurocarbures (HFC);2193;50.7380902483, 3.13571178447;070.01325;50.7380902483, 3.13571178447;MANCHE
Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2);6091194,25;50.4932936269, 2.86952150216;070.01335;50.4932936269, 2.86952150216;ORNE
CO2 Total (CO2 d'origine biomasse et non biomasse);216401,7;50.1071863191, 3.81232755042;070.01409;50.1071863191, 3.81232755042;MANCHE
CO2 Total d'origine non biomasse uniquement;393000;50.2971936838, 2.75616635552;070.01494;50.2971936838, 2.75616635552;MANCHE
CO2 Total d'origine non biomasse uniquement;740700;50.5384362363, 2.65733728107;070.01495;50.5384362363, 2.65733728107;ORNE
Dioxines et furanes (PCDD + PCDF) (exprimés en iTeq);0,4;50.7749020207, 3.07256000486;070.01538;50.7749020207, 3.07256000486;ORNE
Phénols (Ctotal);102,3;50.9082424086, 1.93439315596;070.01559;50.9082424086, 1.93439315596;MANCHE
Monoxyde de carbone (CO);23000000;;070.01564;;CALVADOS
Composés organiques volatils non méthaniques (COVNM);1216260;50.5549424352, 2.93833226226;070.01610;50.5549424352, 2.93833226226;CALVADOS
CO2 Total (CO2 d'origine biomasse et non biomasse);494709;50.2638611088, 3.93642902174;070.01630;50.2638611088, 3.93642902174;BAS-RHIN
CO2 Total d'origine non biomasse uniquement;2993400;50.9626162264, 1.87825526834;070.01696;50.9626162264, 1.87825526834;MEUSE
Hydrochlorofluorocarbures (HCFC);820;50.4265397536, 2.74779483974;070.01721;50.4265397536, 2.74779483974;HAUT-RHIN
Chlorofluorocarbures (CFC);3042;;070.01730;;HAUTE-MARNE
Chlorométhane (chlorure de méthyle);273018;50.4118020047, 2.95843000487;070.01731;50.4118020047, 2.95843000487;HAUTE-MARNE
Halons;32270;50.9295229352, 1.79795877048;070.01762;50.9295229352, 1.79795877048;HAUT-RHIN
CO2 Total d'origine non biomasse uniquement;6033000;50.296752682, 3.79746613064;070.01779;50.296752682, 3.79746613064;HAUT-RHIN
Composés organiques volatils non méthaniques (COVNM);2709690,29;50.2667629544, 3.95630932461;070.01833;50.2667629544, 3.95630932461;VOSGES
Composés organiques volatils non méthaniques (COVNM);347700;50.2708029244, 2.72353762493;070.01871;50.2708029244, 2.72353762493;MEUSE
Composés organiques volatils non méthaniques (COVNM);323800;50.7210054261, 1.58259730455;070.01872;50.7210054261, 1.58259730455;VOSGES
Méthane (CH4);753000;50.3387068898, 4.01493209827;070.02024;50.3387068898, 4.01493209827;HAUTE-MARNE
Dichlorométhane (DCM - chlorure de méthylène);3910;50.4037220043, 2.76851000494;070.02077;50.4037220043, 2.76851000494;MEURTHE-ET-MOSELLE
Ammoniac (NH3);311300;50.1475199577, 3.07090548495;070.02223;50.1475199577, 3.07090548495;ARDENNES
Méthane (CH4);3767400;50.9278229343, 2.33079901083;070.02309;50.9278229343, 2.33079901083;VOSGES
Benzène;2545510;51.0007377075, 2.21801943841;070.02326;51.0007377075, 2.21801943841;HAUT-RHIN
Composés organiques volatils non méthaniques (COVNM);899200;50.4504760707, 2.82690960099;070.02336;50.4504760707, 2.82690960099;HAUT-RHIN
Nickel et ses composés (Ni);1534240,6;50.3997798043, 3.56233333465;070.02398;50.3997798043, 3.56233333465;HAUTE-MARNE
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);7839581,18;50.7640020202, 3.12800000484;070.02401;50.7640020202, 3.12800000484;MEUSE
Méthane (CH4);3353250,3;50.8939126211, 2.13725057149;070.02413;50.8939126211, 2.13725057149;HAUTE-MARNE
CO2 Total (CO2 d'origine biomasse et non biomasse);3079229,991;50.1142080787, 3.2091235674;070.02425;50.1142080787, 3.2091235674;MOSELLE
Méthanol (alcool méthylique);85000,79;50.325776148, 3.24366584725;070.02452;50.325776148, 3.24366584725;MEUSE
Composés organiques volatils non méthaniques (COVNM);129300;50.4033260825, 2.96229547848;070.02479;50.4033260825, 2.96229547848;MEUSE
