NOM_DU_SITE;GROUPE_DE_DECHETS;CATEGORIE;FAMILLE IN;VEC;ACTIVITE ( Bq);COORDONNEE
UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - INSTITUT CHIMIE - UMR 7272 - PROCESSUS CHIMIQUES ET RADIOCHIMIQUES DANS L'ENVIRONNEMENT;;FMA-VC;F3-7-01;0;80000;48.3723460044, -2.49674345779
UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - FACULTE DE MEDECINE - IRCAN INSERM U1081, CNRS UMR 7284;;FMA-VC;F3-7-01;0;102000000;48.3723460044, -2.49674345779
UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - INSTITUT CHIMIE - UMR 7272 - PROCESSUS CHIMIQUES ET RADIOCHIMIQUES DANS L'ENVIRONNEMENT;;FMA-VC;F3-7-01;0;2000;48.8139300014, -3.29493964486
CENTRE REGIONAL DE LUTTE CONTRE LE CANCER - CENTRE ANTOINE LACASSAGNE - UNITE DE MEDECINE NUCLEAIRE;;FMA-VC;F3-7-01;0;3000000;48.2904391392, -3.23101851434
UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - UMR E4320 TIRO/MAtos, département de biophysique;;FMA-VC;F3-7-01;0;7,40E+05;48.4481372691, -2.38816509907
CENTRE HOSPITALIER UNIVERSITAIRE DE NICE - HÔPITAL DE L'ARCHET - INSERM UMR 1065 C3M - BATIMENT ARCHIMED ;;FMA-VC;F3-7-01;0;390000000;48.6340807659, -2.94032885811
CNRS - UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - CNRS-FACULTE DES SCIENCES - ASSOCIEE INSERM UMR 7277 - INSTITUT DE BIOLOGIE VALROSE;;FMA-VC;F3-7-01;0;2000000;48.4340364504, -2.21842314703
CENTRE REGIONAL DE LUTTE CONTRE LE CANCER - CENTRE ANTOINE LACASSAGNE - UNITE DE MEDECINE NUCLEAIRE;;FMA-VC;F3-7-01;0;184000000;48.5566205814, -2.94589131853
UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - INSTITUT CHIMIE - UMR 7272 - PROCESSUS CHIMIQUES ET RADIOCHIMIQUES DANS L'ENVIRONNEMENT;;FMA-VC;F3-7-01;0,00168;1,00E+05;48.5566205814, -2.94589131853
UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - UMR E4320 TIRO/MAtos, département de biophysique;;FMA-VC;F3-7-01;0,0042;5,30E+05;48.5566205814, -2.94589131853
CNRS - UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - CNRS-FACULTE DES SCIENCES - ASSOCIEE INSERM UMR 7277 - INSTITUT DE BIOLOGIE VALROSE;;FMA-VC;F3-7-01;0,0084;2900000000;48.1773554945, -2.59372843675
UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - FACULTE DE MEDECINE - IRCAN INSERM U1081, CNRS UMR 7284;;FMA-VC;F3-7-01;0,0084;21800000;48.4481620909, -3.12033666786
CENTRE HOSPITALIER UNIVERSITAIRE DE NICE - HÔPITAL DE L'ARCHET - INSERM UMR 1065 C3M - BATIMENT ARCHIMED ;;FMA-VC;F3-7-01;0,03024;23000000;48.4481620909, -3.12033666786
CNRS - UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - CNRS-FACULTE DES SCIENCES - ASSOCIEE INSERM UMR 7277 - INSTITUT DE BIOLOGIE VALROSE;;FMA-VC;F3-7-01;0,00063;204000000;48.4481620909, -3.12033666786
UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - FACULTE DE MEDECINE - IRCAN INSERM U1081, CNRS UMR 7284;;FMA-VC;F3-7-01;0,00504;1,53E+07;48.2763042283, -2.62049048797
CENTRE HOSPITALIER UNIVERSITAIRE DE NICE - HÔPITAL DE L'ARCHET - INSERM UMR 1065 C3M - BATIMENT ARCHIMED ;;FMA-VC;F3-7-01;0,01512;26000000;48.4242086782, -2.44910193708
CENTRE REGIONAL DE LUTTE CONTRE LE CANCER - CENTRE ANTOINE LACASSAGNE - UNITE DE MEDECINE NUCLEAIRE;;FMA-VC;F3-7-01;0,02835;184000000;48.4242086782, -2.44910193708
CENTRE REGIONAL DE LUTTE CONTRE LE CANCER - CENTRE ANTOINE LACASSAGNE - UNITE DE MEDECINE NUCLEAIRE;;FMA-VC;F3-7-01;0,02835;184000000;48.4898028963, -2.31826083193
CENTRE REGIONAL DE LUTTE CONTRE LE CANCER - CENTRE ANTOINE LACASSAGNE - UNITE DE MEDECINE NUCLEAIRE;;FMA-VC;F3-01;0,00674;1000;48.7147597178, -3.20586910305
CENTRE REGIONAL DE LUTTE CONTRE LE CANCER - CENTRE ANTOINE LACASSAGNE - UNITE DE MEDECINE NUCLEAIRE;;TFA;TFA;0,25;;48.6122392923, -3.47356122615
INSTITUT ARNAULT TZANCK - SCINTIGRAPHIE;;VTC;DGD;0,1;-;48.2998850155, -2.00650010829
CNRS - UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - CNRS - INSTITUT DE PHARMACOLOGIE- UMR 7275 - RECHERCHE BIOLOGIQUE;;VTC;DGD;1,7;-;48.2998850155, -2.00650010829
CNRS - UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - CNRS - INSTITUT DE PHARMACOLOGIE- UMR 7275 - RECHERCHE BIOLOGIQUE;;FMA-VC;F3-7-01;0;20000000;48.7483713375, -2.98583039067
INRA - CENTRE DE RECHERCHE DE SOPHIA-ANTIPOLIS - INRA-CNRS-UNSA UMR 7254 Institut Sophia Agrobiotech (ISA);;FMA-VC;F3-7-01;0;6,99E+06;48.2797569645, -2.70182975957
BAYER SAS - TOX DERMALE;;FMA-VC;F3-7-01;0;250000000;48.2797569645, -2.70182975957
INRA - CENTRE DE RECHERCHE DE SOPHIA-ANTIPOLIS - INRA-CNRS-UNSA UMR 7254 Institut Sophia Agrobiotech (ISA);;FMA-VC;F3-7-01;0;710000;48.2395122426, -3.25224543283
BAYER SAS - TOX DERMALE;;FMA-VC;F3-7-01;0;440000000;48.6754466841, -2.93171483451
CONSEIL GENERAL DES ALPES MARITIMES - LABORATOIRE VETERINAIRE DEPARTEMENTAL;;FMA-VC;F3-7-01;0,000084;3000;48.5460713557, -3.13226126149
CONSEIL GENERAL DES ALPES MARITIMES - LABORATOIRE VETERINAIRE DEPARTEMENTAL;;FMA-VC;F3-7-01;0,000084;238;48.5664921482, -3.54213754895
INRA - CENTRE DE RECHERCHE DE SOPHIA-ANTIPOLIS - INRA-CNRS-UNSA UMR 7254 Institut Sophia Agrobiotech (ISA);;FMA-VC;F3-7-01;0,02016;8890000;48.5579837164, -3.44932522093
CNRS - UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - CNRS - INSTITUT DE PHARMACOLOGIE- UMR 7275 - RECHERCHE BIOLOGIQUE;;FMA-VC;F3-7-01;0,021;3500000;48.2904391392, -3.23101851434
BAYER SAS - TOX DERMALE;;FMA-VC;F3-7-01;0,04872;30000000;48.745465834, -3.07002034802
CNRS - UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - CNRS - INSTITUT DE PHARMACOLOGIE- UMR 7275 - RECHERCHE BIOLOGIQUE;;FMA-VC;F3-7-01;0,042;30000000;48.5310037021, -2.26790811415
CONSEIL GENERAL DES ALPES MARITIMES - LABORATOIRE VETERINAIRE DEPARTEMENTAL;;FMA-VC;F3-7-01;0,000063;6000;48.5310037021, -2.26790811415
INRA - CENTRE DE RECHERCHE DE SOPHIA-ANTIPOLIS - INRA-CNRS-UNSA UMR 7254 Institut Sophia Agrobiotech (ISA);;FMA-VC;F3-7-01;0,00756;4320000;48.1014674191, -2.58214542828
CNRS - UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - CNRS - INSTITUT DE PHARMACOLOGIE- UMR 7275 - RECHERCHE BIOLOGIQUE;;FMA-VC;F3-7-01;0,00945;1000000;48.1014674191, -2.58214542828
CNRS - UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - CNRS - INSTITUT DE PHARMACOLOGIE- UMR 7275 - RECHERCHE BIOLOGIQUE;;FMA-VC;F3-7-01;0,0252;35000000;48.1014674191, -2.58214542828
BAYER SAS - TOX DERMALE;;FMA-VC;F3-7-01;0,10836;130000000;48.3853504987, -3.48622708061
INRA - CENTRE DE RECHERCHE DE SOPHIA-ANTIPOLIS - INRA-CNRS-UNSA UMR 7254 Institut Sophia Agrobiotech (ISA);;FMA-VC;F3-01;0,08088;4120000;48.6200854235, -3.0914272918
BAYER SAS - TOX DERMALE;;FMA-VC;F3-01;0,32352;10000000;48.6200854235, -3.0914272918
CONSEIL GENERAL DES ALPES MARITIMES - LABORATOIRE VETERINAIRE DEPARTEMENTAL;;FMA-VC;F3-7-01;0,000084;4000;48.6775056976, -3.29800553168
BAYER SAS - TOX DERMALE;;FMA-VC;F3-7-01;0,02016;30000000;48.4202509181, -2.65749434582
CNRS-UNIVERSITE PIERRE ET MARIE CURIE - CNRS - STATION ZOOLOGIQUE - UMR 7009 BIOLOGIE DU DEVELOPPEMENT;;VTC;DGD;0,03;-;48.2409964586, -2.8848741842
UNIVERSITE PIERRE ET MARIE CURIE - STATION ZOOLOGIQUE - UMR 7093 LABORATOIRE D'OCEANOGRAPHIE;;FMA-VC;F3-7-01;0;333000000;48.2409964586, -2.8848741842
UNIVERSITE PIERRE ET MARIE CURIE - STATION ZOOLOGIQUE - UMR 7093 LABORATOIRE D'OCEANOGRAPHIE;;FMA-VC;F3-7-01;0,01008;10000;48.2409964586, -2.8848741842
UNIVERSITE PIERRE ET MARIE CURIE - STATION ZOOLOGIQUE - UMR 7093 LABORATOIRE D'OCEANOGRAPHIE;;FMA-VC;F3-7-01;0,0063;15000000;48.7278448653, -3.38570591792
EDF - CRUAS - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;42,559;5,90E+16;48.2354085885, -3.31707557726
EDF - CRUAS - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;1,02;1,40E+15;48.5586915892, -3.10541824081
EDF - CRUAS - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;31,515;4,40E+16;48.1347609078, -2.70552956314
EDF - CRUAS - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;0,243;3,50E+14;48.1898544615, -2.8473194698
EDF - CRUAS - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;AUTRES;S01;-;3,10E+14;48.3981399812, -2.73249381793
EDF - CRUAS - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;0,408;5,70E+14;48.3981399812, -2.73249381793
EDF - CRUAS - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;0,174;240000;48.4177889347, -3.0654205796
EDF - CRUAS - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;3,5;4,90E+12;48.4177889347, -3.0654205796
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;7;83120000;48.2473454163, -2.55196889758
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;3;116900;48.3591562762, -2.52459851551
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;87;730700000;48.2663717923, -2.15833820019
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;0;0;48.4817226671, -3.10333882692
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;1,152;340600000;48.3876076252, -3.38851540614
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;6,228;1,05E+11;48.3876076252, -3.38851540614
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;0;0;48.2724621789, -3.10504200794
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;6,93;1860000000;48.2724621789, -3.10504200794
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;3,99;2440000;48.4250667506, -3.06884071742
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;23,94;19150000;48.4250667506, -3.06884071742
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;5,32;4940000;48.4250667506, -3.06884071742
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;23,37;8,81E+11;48.3324148175, -2.33974719481
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-02;78;3,78E+13;48.3082705626, -3.47505557848
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-03;10;6,72E+11;48.3005871488, -3.5161733237
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;142;1,99E+13;48.1999892672, -2.28863043897
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-01;21,195;3910000000;48.6176108959, -2.98621816332
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;13,44;130600000;48.6558107078, -3.05812526202
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;0;48.3888310425, -2.06405793742
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;2,58;4390000000;48.7577801722, -3.36705011995
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;25,11;134700000;48.7552056933, -3.22941868009
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;0;0;48.3478186497, -2.17579103921
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0,0286;2000000;48.3478186497, -2.17579103921
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-02;433,19628;5670000000;48.3478186497, -2.17579103921
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0,143;1000000;45.2915838797, 0.749722823229
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;16,809;11810000000;44.9627492977, 0.888447010416
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;1,9767;1,33E+11;45.3461797824, 0.869006143178
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-02;0,00505;5300000000;44.9583868815, 1.27943852982
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;19,3872;13670000000;46.8856736931, 6.23694645452
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;20,0787;1,29E+12;47.0198269567, 6.1108362237
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-01;1,91828;1,29E+12;47.0544634723, 6.59933200071
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;190,83284;756900000;47.0359049102, 6.12420451769
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;1200000000;44.9759079802, 5.10924579353
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;606400000;45.0782146468, 5.17944882727
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;109,82066;89680000000;45.1418963527, 5.05553259928
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;51,84069;1,17E+12;44.8230342286, 5.03974135643
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;105,60576;5,38E+11;44.8993895809, 5.01975746539
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-15;12,74672;50180000000;44.8993895809, 5.01975746539
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;165,61536;4,52E+11;44.5927635599, 4.94993584978
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;10,5878;270800000;45.0071502723, 5.09079135467
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;27,08;270800000;45.0071502723, 5.09079135467
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;4,88345;1,07E+13;45.0782146468, 5.17944882727
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-01;9,51405;3,05E+12;45.0391766017, 5.19765524655
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;30,87774;1,53E+12;45.0391766017, 5.19765524655
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-03;124,189;1,40E+13;44.83377031, 4.97501067677
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0,932932;54130000000;45.1118478549, 5.14816730254
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;17,61345;2,17E+11;44.9131334316, 5.10444419361
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;28,11789;1490000000;45.0703238885, 5.13366066869
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;200000000;44.6005525695, 4.78262826313
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;1,14E+14;44.9323500752, 4.89580934634
EDF - CRUAS - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;0,16772;1,14E+14;49.0953540508, 1.27841104972
CENTRE HOSPITALIER DE CHARLEVILLE-MEZIERES - MEDECINE NUCLEAIRE;;VTC;DGD;3,12;-;49.0451866723, 0.857342069126
EDF - CHOOZ - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;8,848;1,20E+16;49.1007463954, 0.885202953636
EDF - CHOOZ - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;AUTRES;S01;-;4,50E+14;48.8811876539, 1.14068749609
EDF - CHOOZ - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;17,381;2,40E+16;48.9145918954, 1.20745914524
EDF - CHOOZ - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;AUTRES;S01;-;2,00E+14;48.9768711958, 1.19273265373
EDF - CHOOZ - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;1,056;1,50E+15;48.7759810138, 1.19427603866
EDF - CHOOZ - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;1,088;1,50E+15;48.9711136855, 0.835445803259
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;1,5;100000;48.1951255327, 0.893396940566
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;0;0;48.2314058913, 0.854549100126
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;0;0;48.7746511355, 1.55525347323
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;17,22;8,75E+12;48.2994048974, 1.24582319389
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;30;3,40E+12;48.3299183529, 1.65820498803
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-03;10;2,45E+11;48.6007459579, 1.3786233257
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;1,68;21560000;47.9001499042, -3.44339118946
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-01;17,28;1740000000;47.9374465325, -3.70079157321
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0,551;29750000;48.4993838359, -4.50561652751
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;1,215;1740000000;48.4773656869, -4.71649297876
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;11;66000000;48.2551201909, -3.89019970475
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;0;0;48.5084044928, -4.54245155025
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-02;20,572;12470000000;48.5084044928, -4.54245155025
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;4,60032;38400000000;48.1701462061, -3.97166325275
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;51770000000;48.5509197391, -3.96276373884
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;0,201;4020000;48.5509197391, -3.96276373884
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;2,7696;2620000000;48.5509197391, -3.96276373884
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;7,06755;675600000;48.2743245052, -3.6287503253
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-01;0,67522;675600000;48.5693234221, -4.41946575442
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;31,3157;574600000;48.2743245052, -3.6287503253
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;126400000;48.2262324273, -3.72893716631
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;28830000;48.647384624, -3.71693596331
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;35,38116;1,46E+13;48.4973960416, -4.20261973124
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;74,95886;1,12E+12;48.570052756, -4.52204887765
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;72,0768;6,70E+12;48.474061743, -4.64020557961
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-15;2,12534;106500000;48.1919251651, -3.89754805935
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;27,61152;958800000;48.4705178502, -4.09361341894
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;34,29846;39020000;48.4705178502, -4.09361341894
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;5,6;56000000;47.9362934864, -3.47821831896
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-01;0,33735;63540000000;48.1816178391, -4.02730923192
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0,172744;2,22E+11;48.4654566103, -4.56885087767
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;1,08876;31770000000;48.2261848844, -3.96926993451
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-03;56,62059;5,98E+12;48.2261848844, -3.96926993451
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;1,971112;208400000;48.5050848086, -3.87655499139
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;37,21545;833400000;48.0788157645, -4.19048480591
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;25,83587;46950000000;47.8399630179, -4.28636770672
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;0;48.4341793103, -4.7310136495
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;1080000000;48.4341793103, -4.7310136495
EDF - CHOOZ - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;2,16216;30240000;48.5412930564, -4.6574127948
EDF - CHOOZ - EN DECONSTUCTION;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA;TFA;TFA;1;1490000;48.4534983846, -4.14185284355
EDF - CHOOZ - EN DECONSTUCTION;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA;TFA;TFA;5;56700000;48.6285150712, -3.98722636695
