NOM_DU_SITE;GROUPE_DE_DECHETS;CATEGORIE;FAMILLE IN;VEC;ACTIVITE ( Bq);COORDONNEE
ARMEE DE L'AIR - DA 273 ROMORANTIN;caisse 2:Déchets Aéronautique;AUTRES;S02;-;10000;48.6688782768, 7.08516953421
ARMEE DE L'AIR - DA 273 ROMORANTIN;caisse 2:Déchets Aéronautique;AUTRES;S02;-;1000000;49.3368019556, 6.0509900037
ARMEE DE L'AIR - DA 273 ROMORANTIN;caisse 2:Déchets Aéronautique;AUTRES;S02;-;0;49.3246389302, 6.07545333849
ARMEE DE L'AIR - DA 273 ROMORANTIN;caisse 2:Déchets Aéronautique;AUTRES;S02;-;2500000;48.6897202158, 6.96480388182
ARMEE DE L'AIR - DA 273 ROMORANTIN;caisse 2:Déchets Aéronautique;AUTRES;S02;-;10000;49.2152398901, 6.15934981072
ARMEE DE L'AIR - DA 273 ROMORANTIN;caisse 2:Déchets Aéronautique;AUTRES;S02;-;10000;49.2280668729, 6.05492062937
ARMEE DE L'AIR - DA 273 ROMORANTIN;caisse 2:Déchets Aéronautique;AUTRES;S02;-;0;49.1095959437, 6.24148087046
ARMEE DE L'AIR - DA 273 ROMORANTIN;caisse 3:Déchets Electronique;AUTRES;S01;-;119000;49.1167778271, 6.23615877292
ARMEE DE L'AIR - DA 273 ROMORANTIN;caisse 3:Déchets Electronique;AUTRES;S01;-;4130;49.1285432958, 6.18395563555
ARMEE DE L'AIR - DA 273 ROMORANTIN;caisse 3:Déchets Electronique;AUTRES;S01;-;296;48.939820007, 6.64530204874
ARMEE DE L'AIR - DA 273 ROMORANTIN;caisse 3:Déchets Electronique;AUTRES;S01;-;1480000;48.7678830027, 7.25844869711
ARMEE DE L'AIR - DA 273 ROMORANTIN;caisse 4:Déchets technologique;FA-VL;DIV9;0,2;10000;49.2546303654, 6.11158594557
ARMEE DE L'AIR - DA 273 ROMORANTIN;caisse 5:Déchets Aéronautique;AUTRES;S02;-;1000000000;49.1450678719, 6.6914367906
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Faible Activité à Vie Longue (FA-VL);FA-VL;F5-2-01;8100;2,60E+15;49.147090673, 6.69816494567
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne Activité à Vie Longue (MA-VL);MA-VL;DIV2;34,5;3,82E+14;49.1394749037, 6.71524132075
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;29,448;4,10E+16;48.9999999973, 7.01667000862
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;0,306;4,30E+14;48.7255576645, 7.04489202327
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;8,755;1,20E+16;49.0279307699, 7.173882816
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;0,092;1,30E+14;48.7343913633, 7.04806141555
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;AUTRES;S01;-;1,20E+14;49.1032817826, 7.08706241087
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;0,051;7,10E+13;49.1030248786, 7.07334235729
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;0,058;8,10E+13;49.3241711615, 6.09045858317
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;MA-VL;F2-2-03;2,318;3,20E+15;49.3247175988, 6.09455769966
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;13;1220000;49.3250574308, 6.10524660156
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;16;6160000;49.041235049, 6.68840013938
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;1,5;115900;49.0845945592, 6.71356938291
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;1,155;1390000;49.1760149875, 6.16147361452
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;0;0;49.1588009885, 6.1574111707
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;0;0;48.1888166245, 6.95291668225
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;1,155;680000000;48.2046354569, 5.82360673615
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;8,085;795200000;48.1100018942, 6.46000000348
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;1,33;34160;48.1843405849, 6.88295717057
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;21,28;15570000;48.1479798746, 6.6193898166
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;9,84;5,30E+11;48.3065253464, 5.91661902717
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-03;92;8,74E+12;48.1986772275, 6.42742169174
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;40;7,91E+12;48.2000000039, 6.43333000046
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-02;48;1,77E+11;48.2075839496, 6.42451922864
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-01;14,985;2310000000;48.4095036159, 6.64594941874
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;10,5;10940000;48.3254590012, 6.8528314549
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;1,845;2090000000;48.3419519883, 6.63517548979
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;110,15;1170000000;48.3354921718, 6.66061518434
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;0;0;48.395158617, 6.85503750984
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-02;0;0;48.8608346676, 2.34527757247
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-02;0;0;48.2840382145, 6.95956356224
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;1,249;24980000;48.2500000032, 7.03333000559
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;2,2848;1140000000;48.2925326852, 5.93923989123
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-01;0,38038;3,90E+11;48.3219641953, 6.89142053361
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;3,98145;3,90E+11;48.0271999446, 6.57775177695
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;2440000000;47.9822823499, 6.63638034711
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;0,71616;66740000000;48.0453997928, 6.40514849136
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;0,74276;11120000000;48.3638331873, 6.47414696215
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-02;0,351045;1,45E+11;48.3268507387, 5.92776594565
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-15;2,09608;185100000;48.3111339251, 6.12798120343
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;27,23328;1670000000;48.8099931819, 4.96181677951
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;6,7468;9300000;48.8121579932, 6.72075118594
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;6,314;63140000;49.185956332, 5.33309038799
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-05;8,229;29600000000;48.1917896926, 6.70763747769
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-01;2,535;59200000000;49.1598724909, 6.73497824244
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;1,3013;2,07E+11;49.1167000036, 6.83333000426
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-2-03;1,90814;1,90E+11;49.1298131437, 6.18810818262
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0,4004;35670000;48.0854560729, 6.59811849071
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;7,56;142700000;47.9915921768, 6.84927546491
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;0,27269;814000000;49.3270951438, 6.14048615759
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;6790000000;49.2100195788, 6.10231389515
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;FMA-VC;F3-7-01;0;1240000000;48.650000003, 5.51666999846
EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;TFA;TFA;0,26598;3720000;49.1450639233, 6.79857293144
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);TFA;TFA;1;2800000;48.7182688135, 5.27709647131
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);TFA;TFA;104;640000000;49.1563793779, 6.20482504397
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);FMA-VC;F3-2-15;32,48;9120000000;49.5443182051, 5.79710573851
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);TFA;TFA;2;120000;49.3295901375, 6.1398040419
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);TFA;TFA;2,66;1200000;45.8205289227, 4.76694661825
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);FMA-VC;F3-01;36,855;8750000000;48.9999999973, 7.01667000862
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);TFA;TFA;25,215;130000000;48.7023175981, 6.29079363456
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);FMA-VC;F3-7-01;0,39;380000000;49.1045977739, 7.09358654086
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);FMA-VC;F3-7-01;0,315;8640000;49.333088958, 6.13894849172
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);TFA;TFA;2,145;2030000;49.2052529162, 6.69536300503
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);FMA-VC;F3-2-02;623,50015;6,48E+12;48.6896797194, 5.73782169214
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);FMA-VC;F3-2-15;61,24936;1,60E+11;49.0623337132, 5.4323548596
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);TFA;TFA;130,62105;1,85E+12;49.3684425917, 5.17882208292
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);FMA-VC;F3-2-15;0,56358;8200000;48.659784733, 6.18489703999
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);FMA-VC;F3-01;13,90398;2,80E+12;48.6919182635, 5.91293064781
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);TFA;TFA;141,61;850000000;48.2774575597, 6.51862681149
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);FMA-VC;F3-2-13;1146,0059;6,48E+12;48.3161333584, -0.611772179534
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);FMA-VC;F3-7-01;5,127694;1,90E+11;46.9943392025, -1.82460325618
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);FMA-VC;F3-7-01;0;1,90E+11;47.0620260507, -0.837057368045
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);TFA;TFA;0,752;15000000;46.701095054, -1.42681746757
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);TFA;TFA;19,23515;45900000000;47.3873925748, -1.18535289493
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);FMA-VC;F3-01;12,03384;5330000000;47.7490561881, -1.16292019008
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);TFA;TFA;3,40104;89000000000;47.4139359104, -1.39145711498
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);FMA-VC;F3-7-01;0;230000;48.1141457684, -0.845375441142
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);FMA-VC;F3-7-01;0;2250000000;48.1097457775, -1.03756193018
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);FMA-VC;F3-7-02;3,18333;1,10E+11;47.2219828619, -1.643321944
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);FMA-VC;F3-2-15;30,00175;2,20E+11;46.3229456065, -0.95191549364
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);TFA;TFA;6,17596;160000000;46.8635525204, -1.03232299488
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);TFA;TFA;0,65965;5930000;47.4333000012, -0.216666990781
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);TFA;TFA;0,072;720000;48.0581807251, 0.736155950957
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);FMA-VC;F3-7-01;0,585728;1,20E+12;47.3050665475, -2.11927053103
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);TFA;TFA;68,25;4,00E+12;48.3066534772, -0.0607825518451
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);TFA;TFA;22,88854;740000000;47.5162728032, 0.127381886798
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);FMA-VC;F3-7-01;0;170000000;47.1979585957, -1.60004818503
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);TFA;TFA;0,04576;52000000;47.306686648, -2.12967977786
EDF - SAINT-LAURENT - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);TFA;TFA;0,00286;40000;46.8453052987, -1.88068687779
UNIFRAX - USINE DE LORETTE;Déchets pulvérulents et déchets fibreux issus du processus industriel;AUTRES;ISD;-;27600000;47.8283985092, -0.699910559071
CLINIQUE DU RENAISON - CENTRE D'IMAGERIE NUCLEAIRE (CIN) - SCINTIGRAPHIE ;;VTC;DGD;2,2;-;47.1624729268, -1.59057783883
GROUPE NEXTER - NEXTER SYSTEMS DE ROANNE;;AUTRES;S02;-;6,70E+11;47.2962383898, -2.18409216923
GROUPE NEXTER - NEXTER SYSTEMS DE ROANNE;;FMA-VC;F3-7-01;0,03024;54000000;47.300645483, -2.14131212278
CENTRE HOSPITALIER PRIVE DE LA LOIRE - CENTRE D'IMAGERIE NUCLEAIRE (CIN) - SCINTIGRAPHIE - THERAPEUTIQUE;;VTC;DGD;2,5;-;46.7940186096, -0.925883178424
CENTRE HOSPITALIER UNIVERSITAIRE DE ST ETIENNE - HÔPITAL NORD - MEDECINE NUCLEAIRE;;VTC;DGD;3;-;48.1511424954, -0.39352370804
ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE (ENSM-SE) - RADIOPROTECTION;;FA-VL;DIV9;0,12;2,65E+07;47.6234818665, -1.45093299366
ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE (ENSM-SE) - RADIOPROTECTION;;FA-VL;DIV9;0,12;4,66E+05;47.7071414765, -1.32148474345
ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE (ENSM-SE) - RADIOPROTECTION;;FMA-VC;F3-7-01;0;1060;47.0985799353, -0.961840758907
ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE (ENSM-SE) - RADIOPROTECTION;;FMA-VC;F3-7-01;0;12800;47.4080018835, -1.19159538179
ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE (ENSM-SE) - RADIOPROTECTION;;FMA-VC;F3-7-01;0;24500;47.2925327192, -2.29210123614
ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE (ENSM-SE) - RADIOPROTECTION;;FMA-VC;F3-7-01;0;24500;47.4310045741, -2.33318673729
ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE (ENSM-SE) - RADIOPROTECTION;;FMA-VC;F3-7-01;0,01008;1,10E+05;47.4208422605, -1.83714981673
ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE (ENSM-SE) - RADIOPROTECTION;;FMA-VC;F3-7-01;0,01008;5,72E+04;48.4206433412, -0.424302589074
ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE (ENSM-SE) - RADIOPROTECTION;;FMA-VC;F3-7-01;0,01008;76800;46.7062826779, -1.94364323655
ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE (ENSM-SE) - RADIOPROTECTION;;FMA-VC;F3-7-01;0,01008;74400;47.8312738572, 0.273999721949
ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE (ENSM-SE) - RADIOPROTECTION;;FMA-VC;F3-7-01;0,01008;112000;47.2574232189, -1.50582261081
ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE (ENSM-SE) - RADIOPROTECTION;;FMA-VC;F3-7-01;0,01008;110000;46.8293618536, -0.882590487822
ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE (ENSM-SE) - RADIOPROTECTION;;FMA-VC;F3-7-01;0,01008;167000;46.8499986151, -1.34730666724
ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE (ENSM-SE) - RADIOPROTECTION;;FMA-VC;F3-7-01;0,01008;9,19E+04;46.8405276753, -1.87268456708
ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE (ENSM-SE) - RADIOPROTECTION;;FMA-VC;F3-7-01;0,01008;74200;47.2077551642, -1.70814151731
CENTRE HOSPITALIER PRIVE DE LA LOIRE - CENTRE D'IMAGERIE NUCLEAIRE (CIN) - SCINTIGRAPHIE - THERAPEUTIQUE;;FMA-VC;F3-01;0,0002696;2000000;47.873474885, -0.522617179756
ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE (ENSM-SE) - RADIOPROTECTION;;FMA-VC;F3-01;0,08088;22100;46.4669092818, -0.808104890929
ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE (ENSM-SE) - RADIOPROTECTION;;FMA-VC;F3-01;0,08088;8,71E+03;47.9682435855, 0.158974178817
ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE (ENSM-SE) - RADIOPROTECTION;;FMA-VC;F3-01;0,08088;23300;48.0778648911, 0.770138005505
ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE (ENSM-SE) - RADIOPROTECTION;;FMA-VC;F3-7-01;0,01008;2,22E+04;47.4054987605, -0.755261704977
MORGAN - THERMAL CERAMICS;"Déchets provenant de la fabrication de Fibre Céramique Réfractaire contenant du 
Zirconium.";AUTRES;ISD;-;0;46.3666999968, -0.600000000573
MORGAN - THERMAL CERAMICS;"Déchets provenant de la fabrication de Fibre Céramique Réfractaire contenant du 
Zirconium.";AUTRES;ISD;-;2360000;47.2038520871, -1.67964127295
AREVA MINES - LES BOIS NOIRS LIMOUZAT - MINE;Bassin de stockage ;AUTRES;RTMU;-;7,46E+13;48.4418089094, -1.07127299373
AREVA MINES - LES BOIS NOIRS LIMOUZAT - MINE;Bassin de stockage ;AUTRES;RTMU;-;0;47.2014654407, -1.66721064036
AREVA MINES - LES BOIS NOIRS LIMOUZAT - MINE;Mine à ciel ouvert;AUTRES;DSH;-;0;48.2332999957, 0.683333000911
AREVA MINES - LES BOIS NOIRS LIMOUZAT - MINE;Mine à ciel ouvert;AUTRES;DSH;-;0;47.4428977235, -0.556708360246
AREVA MINES - LES BOIS NOIRS LIMOUZAT - MINE;Mine à ciel ouvert;AUTRES;RTMU;-;1,00E+11;46.9942216218, -0.943064779548
AREVA MINES - LES BOIS NOIRS LIMOUZAT - MINE;Travaux souterrains;AUTRES;RTMU;-;8,20E+12;46.4555365477, -0.77475837779
CENTRE HOSPITALIER EMILE ROUX - CENTRE D'IMAGERIE NUCLEAIRE (CIN) - SCINTIGRAPHIE - THERAPIE;;VTC;DGD;2,6;-;48.0606704205, 0.739327216853
AREVA MINES - L'ECARPIERE - MINE;Bassins de stockage;AUTRES;RTMU;-;1,70E+14;47.1807809742, -2.14854308748
AREVA MINES - L'ECARPIERE - MINE;Bassins de stockage;AUTRES;DSH;-;1,00E+12;47.5191891195, -0.614696094181
AREVA MINES - L'ECARPIERE - MINE;Bassins de stockage;AUTRES;RTMU;-;1,50E+13;48.2717277959, 0.455964308381
AREVA MINES - L'ECARPIERE - MINE;Bassins de stockage;AUTRES;RTMU;-;1,00E+12;47.8386182653, -0.307528356058
AREVA MINES - L'ECARPIERE - MINE;Bassins de stockage;AUTRES;RTMU;-;1,00E+12;48.1994935442, 0.0260551571396
BONDUELLE SAS - BONDUELLE;;MA-VL;DIV2;0,0007;173000000;46.7284526776, -1.42944465889
BONDUELLE SAS - BONDUELLE;;MA-VL;DIV2;0,0021;184000000;48.4110026297, -0.81348709981
CENTRE CATHERINE DE SIENNE - MEDECINE NUCLEAIRE;;VTC;DGD;10;-;47.2968959085, -1.49367594037
CENTRE HOSPITALIER UNIVERSITAIRE - HÔPITAL GUILLAUME ET RENE LAENNEC - MEDECINE NUCLEAIRE - SCINTIGRAPHIE;;VTC;DGD;6,25;-;46.3126688334, -0.460817011906
CENTRE HOSPITALIER UNIVERSITAIRE DE NANTES - HOTEL DIEU - LABORATOIRE DE RADIO-IMMUNO-ANALYSE;;VTC;DGD;1;-;46.4669092818, -0.808104890929
CENTRE HOSPITALIER UNIVERSITAIRE DE NANTES - HOTEL DIEU - MEDECINE NUCLEAIRE - SCINTIGRAPHIE -  RADIOTHERAPIE;;VTC;DGD;10,5;-;48.0729489437, -0.751399366067
ONIRIS (ANC. ECOLE NATIONALE VETERINAIRE DE NANTES) - LDHVET  (EX. LDH);;VTC;DGD;10;-;46.9420676469, -1.06432454149
UNIVERSITE DE NANTES - EMN - IN2P3 -ARMINES - IN2P3 - CNRS - LABO. DE PHYSIQUE SUBATOMIQUE ET DES TECHNOLOGIES ASSOCIEES (SUBATECH);;VTC;DGD;0,25;-;47.9791699465, 0.18403412412
UNIVERSITE DE NANTES - FACULTE DE MEDECINE - Plate-Forme de Radioactivité de l'IRT UN;;VTC;DGD;1,9;-;46.8490675324, -1.86437644087
UNIVERSITE DE NANTES - FACULTE DE MEDECINE - Plate-Forme de Radioactivité de l'IRT UN;;FMA-VC;F3-7-01;0;50000000;47.2999999998, -2.06666998984
